"Supabase_Project_Ref","Schema","Table","Purpose","Key_Columns","Row_Count","RLS_Enabled","Schema_File_Path","Used_By_Module"
"pcrjmlpuqsbocqfwoxod","compliance","erp_budget_line_items","UNKNOWN","PK:id|FK:account_id,budget_id","1","TRUE","src/lib/db/schema.ts:8896","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_budgets","UNKNOWN","PK:id|FK:company_id,cost_center_id,fiscal_year_id","1","TRUE","src/lib/db/schema.ts:8881","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_cash_accounts","UNKNOWN","PK:id|FK:gl_account_id,org_id","0","TRUE","src/lib/db/schema.ts:7808","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_cash_vouchers","UNKNOWN","PK:id|FK:cash_account_id,journal_entry_id,org_id","0","TRUE","src/lib/db/schema.ts:7817","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_companies","Legal entity/company dimension","PK:id|FK:default_currency_id,org_id,parent_company_id","8","TRUE","src/lib/db/schema.ts:7779","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contacts","UNKNOWN","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:7183","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contract_amendments","UNKNOWN","PK:id|FK:contract_id","0","TRUE","src/lib/db/schema.ts:9019","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contract_billing_schedules","UNKNOWN","PK:id|FK:contract_id,last_invoice_id","0","TRUE","src/lib/db/schema.ts:9033","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contract_negotiation_rounds","UNKNOWN","PK:id|FK:contract_id,org_id","0","TRUE","src/lib/db/schema.ts:8085","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contract_obligations","UNKNOWN","PK:id|FK:contract_id","0","TRUE","src/lib/db/schema.ts:9062","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contract_revenue_schedules","IFRS15/ASC606 revenue recognition schedule","PK:id|FK:contract_id,journal_entry_id","0","TRUE","src/lib/db/schema.ts:9050","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_contracts","UNKNOWN","PK:id|FK:currency_id,customer_id,org_id,template_id","0","TRUE","src/lib/db/schema.ts:8995","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_cost_centers","UNKNOWN","PK:id|FK:department_id,org_id,project_id","6","TRUE","src/lib/db/schema.ts:7793","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_currencies","UNKNOWN","PK:id|FK:org_id","14","TRUE","src/lib/db/schema.ts:6526","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_customers","UNKNOWN","PK:id|FK:client_id,org_id","59","TRUE","src/lib/db/schema.ts:7147","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_cycle_count_lines","UNKNOWN","PK:id|FK:item_id,plan_id","0","TRUE","src/lib/db/schema.ts:7985","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_cycle_count_plans","UNKNOWN","PK:id|FK:org_id,warehouse_id","0","TRUE","src/lib/db/schema.ts:7974","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_delivery_note_items","UNKNOWN","PK:id|FK:delivery_note_id,item_id,warehouse_id","0","TRUE","src/lib/db/schema.ts:7326","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","erp_delivery_notes","UNKNOWN","PK:id|FK:customer_id,org_id,sales_order_id","0","TRUE","src/lib/db/schema.ts:7314","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","erp_depreciation_schedules","UNKNOWN","PK:id|FK:asset_id,journal_entry_id","0","TRUE","src/lib/db/schema.ts:6882","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_e_invoice_logs","E-invoicing/IRN log","PK:id|FK:created_by_id,org_id,reference_id","0","TRUE","src/lib/db/schema.ts:6747","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_employee_tax_exemptions","Flat employee tax declaration list","PK:id|FK:employee_id,org_id","0","TRUE","src/lib/db/schema.ts:8474","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_exchange_rates","UNKNOWN","PK:id|FK:from_currency_id,org_id,to_currency_id","0","TRUE","src/lib/db/schema.ts:6536","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_fiscal_years","UNKNOWN","PK:id|FK:org_id","8","TRUE","src/lib/db/schema.ts:6516","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_fixed_assets","UNKNOWN","PK:id|FK:asset_category_id,department_id,org_id","0","TRUE","src/lib/db/schema.ts:6861","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_income_tax_slab_rates","UNKNOWN","PK:id|FK:slab_id","0","TRUE","src/lib/db/schema.ts:8461","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_income_tax_slabs","Payroll TDS slab master","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:8451","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_item_batches","UNKNOWN","PK:id|FK:item_id,org_id","0","TRUE","src/lib/db/schema.ts:8552","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_item_groups","UNKNOWN","PK:id|FK:org_id,parent_group_id","3","TRUE","src/lib/db/schema.ts:7347","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_item_serials","UNKNOWN","PK:id|FK:item_id,org_id,warehouse_id","0","TRUE","src/lib/db/schema.ts:8562","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_item_uom_conversions","UNKNOWN","PK:id|FK:item_id,org_id","0","TRUE","src/lib/db/schema.ts:8543","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_items","UNKNOWN","PK:id|FK:item_group_id,org_id","39","TRUE","src/lib/db/schema.ts:7355","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_journal_entries","UNKNOWN","PK:id|FK:company_id,org_id","3","TRUE","src/lib/db/schema.ts:6582","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_journal_entry_lines","UNKNOWN","PK:id|FK:account_id,cost_center_id,journal_entry_id","8","TRUE","src/lib/db/schema.ts:6609","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_landed_cost_allocations","UNKNOWN","PK:id|FK:org_id,receipt_item_id,voucher_id","0","TRUE","src/lib/db/schema.ts:7137","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_landed_cost_charges","UNKNOWN","PK:id|FK:org_id,voucher_id","0","TRUE","src/lib/db/schema.ts:7128","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_landed_cost_vouchers","Freight/customs charges allocated to a receipt","PK:id|FK:org_id,purchase_receipt_id","0","TRUE","src/lib/db/schema.ts:7119","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_payment_entries","UNKNOWN","PK:id|FK:bank_account_id,journal_entry_id,org_id","0","TRUE","src/lib/db/schema.ts:6635","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_payroll_runs","UNKNOWN","PK:id|FK:org_id","4","TRUE","src/lib/db/schema.ts:8409","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_payslip_lines","UNKNOWN","PK:id|FK:component_id,payslip_id","165","TRUE","src/lib/db/schema.ts:8432","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_payslips","UNKNOWN","PK:id|FK:employee_id,org_id,payroll_run_id","43","TRUE","src/lib/db/schema.ts:8420","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_period_closing_checklist_items","Per-period month-end close checklist","PK:id|FK:org_id,period_id","0","TRUE","src/lib/db/schema.ts:7607","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_pricing_rules","UNKNOWN","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:8623","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_credit_note_items","UNKNOWN","PK:id|FK:credit_note_id,item_id","0","TRUE","src/lib/db/schema.ts:7878","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_credit_notes","UNKNOWN","PK:id|FK:journal_entry_id,org_id,purchase_invoice_id","0","TRUE","src/lib/db/schema.ts:7863","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_invoice_items","UNKNOWN","PK:id|FK:invoice_id,item_id,tax_template_id","5","TRUE","src/lib/db/schema.ts:6834","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_invoices","UNKNOWN","PK:id|FK:company_id,currency_id,journal_entry_id,org_id","5","TRUE","src/lib/db/schema.ts:6785","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_order_items","UNKNOWN","PK:id|FK:item_id,purchase_order_id","72","TRUE","src/lib/db/schema.ts:7068","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_orders","UNKNOWN","PK:id|FK:org_id,supplier_id","37","TRUE","src/lib/db/schema.ts:7033","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_receipt_items","UNKNOWN","PK:id|FK:item_id,receipt_id,warehouse_id","13","TRUE","src/lib/db/schema.ts:7098","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_receipts","UNKNOWN","PK:id|FK:org_id,purchase_order_id,supplier_id","13","TRUE","src/lib/db/schema.ts:7079","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_requisition_items","UNKNOWN","PK:id|FK:item_id,requisition_id","0","TRUE","src/lib/db/schema.ts:8177","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_requisitions","UNKNOWN","PK:id|FK:department_id,org_id,requested_by_id","0","TRUE","src/lib/db/schema.ts:8165","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_return_items","UNKNOWN","PK:id|FK:item_id,return_id","0","TRUE","src/lib/db/schema.ts:8856","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_purchase_returns","UNKNOWN","PK:id|FK:credit_note_id,org_id,purchase_invoice_id","0","TRUE","src/lib/db/schema.ts:8841","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_quotation_items","UNKNOWN","PK:id|FK:item_id,quotation_id","28","TRUE","src/lib/db/schema.ts:7255","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_quotations","UNKNOWN","PK:id|FK:customer_id,lead_id,org_id","12","TRUE","src/lib/db/schema.ts:7196","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_reorder_levels","Replenishment reorder levels","PK:id|FK:item_id,org_id,warehouse_id","0","TRUE","src/lib/db/schema.ts:7947","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_auction_bids","UNKNOWN","PK:id|FK:auction_id,org_id,supplier_id","0","TRUE","src/lib/db/schema.ts:8293","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_items","UNKNOWN","PK:id|FK:item_id,rfq_id","13","TRUE","src/lib/db/schema.ts:8197","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_negotiation_rounds","Structured negotiation-round log per quotation","PK:id|FK:org_id,quotation_id","0","TRUE","src/lib/db/schema.ts:8261","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_quotation_scores","UNKNOWN","PK:id|FK:criterion_id,org_id,quotation_id","0","TRUE","src/lib/db/schema.ts:8248","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_reverse_auctions","Reverse auction with server-enforced undercut bids","PK:id|FK:org_id,rfq_id","0","TRUE","src/lib/db/schema.ts:8278","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_scoring_criteria","Weighted RFQ scoring criteria","PK:id|FK:org_id,rfq_id","0","TRUE","src/lib/db/schema.ts:8239","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfq_suppliers","UNKNOWN","PK:id|FK:rfq_id,supplier_id","13","TRUE","src/lib/db/schema.ts:8205","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_rfqs","UNKNOWN","PK:id|FK:org_id,requisition_id","13","TRUE","src/lib/db/schema.ts:8186","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_salary_components","UNKNOWN","PK:id|FK:org_id","11","TRUE","src/lib/db/schema.ts:8353","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_salary_structure_components","UNKNOWN","PK:id|FK:component_id,structure_id","59","TRUE","src/lib/db/schema.ts:8381","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_salary_structures","UNKNOWN","PK:id|FK:employee_id,org_id","14","TRUE","src/lib/db/schema.ts:8368","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_credit_note_items","UNKNOWN","PK:id|FK:credit_note_id,item_id","0","TRUE","src/lib/db/schema.ts:7853","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_credit_notes","UNKNOWN","PK:id|FK:customer_id,journal_entry_id,org_id","0","TRUE","src/lib/db/schema.ts:7838","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_invoice_items","UNKNOWN","PK:id|FK:invoice_id,item_id,tax_template_id","45","TRUE","src/lib/db/schema.ts:6768","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_invoices","UNKNOWN","PK:id|FK:client_id,company_id,currency_id,customer_id","33","TRUE","src/lib/db/schema.ts:6673","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_order_items","UNKNOWN","PK:id|FK:item_id,sales_order_id","29","TRUE","src/lib/db/schema.ts:7303","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_orders","UNKNOWN","PK:id|FK:customer_id,opportunity_id,org_id","17","TRUE","src/lib/db/schema.ts:7265","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_return_items","UNKNOWN","PK:id|FK:item_id,return_id","0","TRUE","src/lib/db/schema.ts:8832","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_sales_returns","UNKNOWN","PK:id|FK:credit_note_id,customer_id,org_id","0","TRUE","src/lib/db/schema.ts:8817","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_statistical_key_figure_postings","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:8950","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_statistical_key_figure_types","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:8941","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_statutory_rules","Admin-editable PF/ESI/PT statutory master data","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:8393","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_stock_ledger_entries","Append-only immutable stock ledger","PK:id|FK:item_id,org_id,warehouse_id","12","TRUE","src/lib/db/schema.ts:7387","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_stock_reconciliation_items","UNKNOWN","PK:id|FK:item_id,reconciliation_id","0","TRUE","src/lib/db/schema.ts:7428","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","erp_stock_reconciliations","UNKNOWN","PK:id|FK:created_by_id,org_id,warehouse_id","0","TRUE","src/lib/db/schema.ts:7418","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","erp_stock_valuation_layers","FIFO stock valuation layers","PK:id|FK:item_id,org_id,stock_ledger_entry_id","12","TRUE","src/lib/db/schema.ts:7923","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_subscription_plans","UNKNOWN","PK:id|FK:currency_id,org_id","0","TRUE","src/lib/db/schema.ts:9073","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_subscriptions","UNKNOWN","PK:id|FK:contract_id,customer_id,org_id,plan_id","0","TRUE","src/lib/db/schema.ts:9084","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_bank_accounts","Vendor master bank accounts","PK:id|FK:org_id,supplier_id","0","TRUE","src/lib/db/schema.ts:6969","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_portal_links","Tokenized revocable vendor self-service portal links","PK:id|FK:org_id,supplier_id","0","TRUE","src/lib/db/schema.ts:7022","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_qualifications","Append-only supplier qualification audit trail","PK:id|FK:org_id,supplier_id","0","TRUE","src/lib/db/schema.ts:6990","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_quotation_items","UNKNOWN","PK:id|FK:item_id,quotation_id","19","TRUE","src/lib/db/schema.ts:8224","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_quotations","UNKNOWN","PK:id|FK:org_id,rfq_id,supplier_id","19","TRUE","src/lib/db/schema.ts:8211","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_supplier_sanction_checks","Append-only sanction/blacklist screening log","PK:id|FK:org_id,supplier_id","0","TRUE","src/lib/db/schema.ts:7008","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_suppliers","UNKNOWN","PK:id|FK:org_id,vendor_risk_profile_id","37","TRUE","src/lib/db/schema.ts:6929","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_tax_template_items","UNKNOWN","PK:id|FK:tax_account_id,tax_template_id","2","TRUE","src/lib/db/schema.ts:6574","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_tax_templates","UNKNOWN","PK:id|FK:org_id","2","TRUE","src/lib/db/schema.ts:6565","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_tax_withholding_categories","Vendor-payment TDS categories","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:8490","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_tax_withholding_rates","UNKNOWN","PK:id|FK:category_id","0","TRUE","src/lib/db/schema.ts:8498","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","erp_warehouses","UNKNOWN","PK:id|FK:org_id,parent_warehouse_id","14","TRUE","src/lib/db/schema.ts:7337","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","escalation_rules","UNKNOWN","PK:id|FK:escalate_to_team_id,org_id,sla_policy_id","0","TRUE","src/lib/db/schema.ts:6057","api/ai/team"
"pcrjmlpuqsbocqfwoxod","compliance","esg_metrics","ESG pillar metrics, mostly computed at read time","PK:id|FK:client_id,org_id","30","TRUE","src/lib/db/schema.ts:3704","api/esg/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","esignature_requests","eSignature requests (CLM + DMS)","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:9133","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","esignature_signers","UNKNOWN","PK:id|FK:org_id,request_id","0","TRUE","src/lib/db/schema.ts:9152","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","extraction_profile","Field specs per business-object type","PK:id","3","TRUE","src/lib/db/schema.ts:13733","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","field_service_dispatches","On-site visit scheduled against a ticket","PK:id|FK:org_id,ticket_id","0","TRUE","src/lib/db/schema.ts:6111","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_billable_rates","4-tier billable rate resolution","PK:id|FK:client_id,user_id","0","TRUE","src/lib/db/schema.ts:9658","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_client_portal_links","Client portal magic-link access","PK:id","0","TRUE","src/lib/db/schema.ts:9577","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_client_service_lines","UNKNOWN","PK:id|FK:client_id,lead_staff_user_id","0","TRUE","src/lib/db/schema.ts:9499","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_engagement_deliverables","Polymorphic deliverable link to documents","PK:id|FK:assigned_to_id,engagement_id","0","TRUE","src/lib/db/schema.ts:9555","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_engagements","Firm engagements with recurrence and budget hours","PK:id|FK:client_id,lead_partner_user_id","0","TRUE","src/lib/db/schema.ts:9521","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_invoice_line_items","UNKNOWN","PK:id|FK:invoice_id,time_entry_id","0","TRUE","src/lib/db/schema.ts:9686","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_invoices","UNKNOWN","PK:id|FK:client_id,created_by_id,engagement_id","0","TRUE","src/lib/db/schema.ts:9668","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_staff_assignments","UNKNOWN","PK:id|FK:client_id,user_id","0","TRUE","src/lib/db/schema.ts:9618","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_tax_cases","Indian tax notice/assessment/appeal workflow","PK:id|FK:client_id,linked_notice_id","0","TRUE","src/lib/db/schema.ts:9597","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","firm_time_entries","Firm time entries (parallel to pms_time_entries)","PK:id|FK:client_id,engagement_id,user_id","0","TRUE","src/lib/db/schema.ts:9636","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_amc_contracts","UNKNOWN","PK:id|FK:asset_id,created_by_id,vendor_id","0","TRUE","src/lib/db/schema.ts:9335","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_asset_categories","Platform-governed FM asset category lookup","PK:id","28","TRUE","src/lib/db/schema.ts:9210","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_asset_duplicate_candidates","FM-specific asset dedup candidates","PK:id|FK:asset_id_a,asset_id_b","0","TRUE","src/lib/db/schema.ts:9362","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_assets","UNKNOWN","PK:id|FK:amc_contract_id,category_id,is_duplicate_of","0","TRUE","src/lib/db/schema.ts:9219","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_checklist_template_items","UNKNOWN","PK:id|FK:template_id","0","TRUE","src/lib/db/schema.ts:9270","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_checklist_templates","Platform-owned PPM checklist catalog","PK:id|FK:category_id,created_by_id","0","TRUE","src/lib/db/schema.ts:9257","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_ppm_occurrence_item_results","Per-occurrence checklist tick-marks/readings","PK:id|FK:occurrence_id,template_item_id","0","TRUE","src/lib/db/schema.ts:9323","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_ppm_occurrences","UNKNOWN","PK:id|FK:asset_id,assignee_id,schedule_id","0","TRUE","src/lib/db/schema.ts:9299","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_ppm_schedules","Multi-frequency PPM schedules per asset","PK:id|FK:asset_id,checklist_template_id","0","TRUE","src/lib/db/schema.ts:9285","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_register_digitization_batches","Excel/photo register upload staging batches","PK:id|FK:created_by_id,source_document_id","150","TRUE","src/lib/db/schema.ts:9380","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_register_digitization_rows","UNKNOWN","PK:id|FK:batch_id,committed_asset_id","1425","TRUE","src/lib/db/schema.ts:9393","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_visitor_logs","UNKNOWN","PK:id|FK:host_user_id,logged_by_id,visitor_id","0","TRUE","src/lib/db/schema.ts:9425","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","fm_visitors","Visitor check-in/check-out","PK:id","0","TRUE","src/lib/db/schema.ts:9414","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","forge_project_requests","FORGE intake requests, platform-owned","PK:id","0","TRUE","src/lib/db/schema.ts:9969","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","framework_controls","UNKNOWN","PK:id|FK:client_id,framework_id,org_id","0","TRUE","src/lib/db/schema.ts:3640","api/frameworks/controls"
"pcrjmlpuqsbocqfwoxod","compliance","fraud_cases","Fraud case management","PK:id|FK:org_id","12","TRUE","src/lib/db/schema.ts:3806","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gap_log","Every L0/L1 router MISS lands here","PK:id|FK:submission_id","8","TRUE","src/lib/db/schema.ts:13491","src/lib/ai"
"pcrjmlpuqsbocqfwoxod","compliance","gst_ai_review_reports","AI narrative risk report over GST findings","PK:id|FK:return_period_id","0","TRUE","src/lib/db/schema.ts:10745","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_canonical_invoice_items","UNKNOWN","PK:id|FK:invoice_id","0","TRUE","src/lib/db/schema.ts:10642","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_canonical_invoices","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:10618","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_gstin_master","GSTIN checksum + public-lookup cache","PK:id","0","TRUE","src/lib/db/schema.ts:10658","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_hsn_master","HSN/SAC to default GST rate reference","PK:id","15","TRUE","src/lib/db/schema.ts:10673","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_import_batches","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:10569","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_import_staging_rows","Pre-confirmation import staging rows","PK:id|FK:batch_id","0","TRUE","src/lib/db/schema.ts:10608","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_reconciliation_matches","UNKNOWN","PK:id|FK:run_id","0","TRUE","src/lib/db/schema.ts:10714","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_reconciliation_runs","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:10695","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_return_periods","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:10726","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_source_profiles","Learned column mapping per org+client+sourceType","PK:id","0","TRUE","src/lib/db/schema.ts:10594","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","gst_validation_findings","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:10682","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","holiday_list_filings","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3527","api/leave-holiday/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","hr_attendance_records","UNKNOWN","PK:id|FK:leave_request_id,org_id,user_id","0","TRUE","src/lib/db/schema.ts:5865","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","hr_compliance_items","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3504","api/hr-compliance/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","hr_employee_loans","UNKNOWN","PK:id|FK:employee_id,org_id","0","TRUE","src/lib/db/schema.ts:5779","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","hr_expense_claims","UNKNOWN","PK:id|FK:org_id,payroll_run_id","0","TRUE","src/lib/db/schema.ts:5732","src/lib/services"
