"File_Path","Kind","Exported_Functions","Domain","What_It_Computes","Key_Inputs","Key_Outputs","DB_Tables_Touched","Called_By"
"C:\ct\ct\src\lib\services\dialogue-script-executor.ts","SERVICE","matchDialogueStep, isScriptComplete, buildDialogueScriptState, parseDialogueScriptState, renderDialogueQuestion, runDialogueScriptTurn, DIALOGUE_MATCH_THRESHOLD","Dialogue-script instruction package execution","Pure deterministic step matching: tokenises the user's reply and scores word overlap against each step's expectedAnswerPatterns, advancing onMatch/onNoMatch when the score clears DIALOGUE_MATCH_THRESHOLD. No LLM in the matching decision.","Approved dialogue_script package steps, user's latest reply, current script state","DialogueMatchResult, next question text, updated script state","conversations, instructionPackages, dynamicChains","lib/services/chat-service.ts"
"C:\ct\ct\src\lib\services\document-classification-service.ts","SERVICE","classifyDocument, evaluateRule, autoClassifyDocument, applyClassificationWithDb, listCorrespondents, createCorrespondent, deleteCorrespondent, listMatchingRules, createMatchingRule, updateMatchingRule, deleteMatchingRule, validateMatchingRuleInput +2 more","Document auto-classification (Paperless-ngx pattern)","Evaluates per-org matching rules (rule types over match fields) against a document and applies the winning correspondent/category/tags on ingest.","ClassificationInput {filename, text, sender}, MatchingRule[]","ClassificationResult, updated document category/correspondent/tags","documents, documentMatchingRules, documentCorrespondents","app/api/document-correspondents(+/[id]), app/api/document-matching-rules(+/[id]), app/api/documents, document-extraction-service"
"C:\ct\ct\src\lib\services\document-extraction-service.ts","SERVICE","extractDocumentContent, extractRawTextForMimeType, extractEmailRawText, extractComplianceFields, chunkAndEmbedSourceObject, pickChunkPolicy, isVisionExtractable, isTextExtractable, isDocumentExtractable","Document AI extraction and chunking","Decides whether a mime type is vision- or text-extractable, extracts raw text, pulls structured compliance fields via LLM vision/text, then chunks and embeds the source object under a selected chunk policy.","Document row, file buffer, mime type","ExtractedDocumentData, ExtractedComplianceFields, chunk+embedding rows","documents, sourceObject, chunkPolicy","app/api/documents/extract, app/api/documents, app/api/internal/crr-catchup-worker/run, ai-report-builder-service"
"C:\ct\ct\src\lib\services\document-service.ts","SERVICE","createDocumentRecord, createDrawingRecord, listDocuments, listExpiringDocuments, getDocumentVersionHistory, createDocumentVersion, updateDocumentMetadata, markSupersededVersion, setRetentionPolicy, setLegalHold, listPendingDisposal, disposeDocument +3 more","Document management (incl. construction drawings)","Version chain resolution and supersede marking, expiry horizon filtering, retention policy and legal-hold gating, and the pending-disposal queue.","ctx, CreateDocumentRecordInput / CreateDrawingRecordInput, DocumentFilters, UpdateDocumentMetadataInput","Document rows, version history, expiring list, disposal queue","documents","app/api/documents(+/expiring,/search,/pending-disposal,/[id]/dispose), app/api/construction/progress/daily"
"C:\ct\ct\src\lib\services\dynamic-chain-directory-service.ts","SERVICE","searchChains, detectMissingChain, createChainVersion, getChainVersionHistory, proposeDynamicChain, buildDynamicChainProposalFields, selectDuplicateChainMatch, buildChainModuleEdges","Dynamic chain master directory","Deterministic (no LLM) chain search, missing-chain detection, duplicate-match selection, version creation/history and the module edge graph for a proposed chain.","ctx, search query, chain definition, proposal input","ChainSearchResult[], MissingChainCheckResult, CreateChainVersionResult, ProposeDynamicChainResult","dynamicChains, entityRelationships, approvalRequests","app/api/dynamic-chains(+/[id]/versions), lib/services/fde-service"
"C:\ct\ct\src\lib\services\email-intelligence-service.ts","SERVICE","listEmailIntelligenceItems,getEmailIntelligenceItem,analyzeInboundEmail,promoteEmailIntelligenceItem,dismissEmailIntelligenceItem","Email/AI","Detect-then-propose over a received email: extracts commitments, follow-ups, approvals-needed and deadlines as suggested work items; promote turns one into a real task","inbound email subject/body, org ctx","suggested work items, promoted task row","emailIntelligenceItems, emailIntelligenceActionItems, tasks","7 routes under app/api/email-intelligence/*"
"C:\ct\ct\src\lib\services\entity-graph-service.ts","SERVICE","createRelationship,deleteRelationship,getOutgoing,getIncoming,getNeighbors","Graph","Generic typed directional edges between any two entities plus in/out/neighbour traversal. Header states it is deliberately not wired into production call sites yet","EntityRef pairs, relationship type","edge rows, neighbour lists","entityRelationships","app/api/v1/brain/entity-relationships"
"C:\ct\ct\src\lib\services\erp-accounting-service.ts","SERVICE","listAccounts,createAccount,listCostCenters,createCostCenter,listFiscalYears,createFiscalYear,listBankAccounts,listJournalEntries,listJournalEntryLinesByCostCenter,costCenterHierarchyReport,listJournalEntriesPaged,getJournalEntry +15 more","Finance/GL","Chart of accounts, cost centres, fiscal years, currencies/FX and journal entries. Enforces debit=credit, refuses posting into a closed accounting period, routes submit through the Approval Workflow Engine; cost-centre hierarchy rollup; TDS withholding rates","account/cost-centre/JE-line inputs, posting date, company","balanced JE + lines, cost-centre balances, withholding rates","erpAccounts, erpCostCenters, erpFiscalYears, erpCurrencies, erpExchangeRates, erpJournalEntries, erpJournalEntryLines, erpTaxWithholdingCategories, erpTaxWithholdingRates","30 app/api/erp/* routes, approval-workflows decide route, report-catalog-service"
"C:\ct\ct\src\lib\services\erp-bank-reconciliation-service.ts","SERVICE","importBankStatement,listImports,listLines,suggestMatches,matchLine,ignoreLine","Finance/Banking","Imports a CSV/Excel bank statement through the shared file parser, then for each line finds candidate journal entries on the bank GL account with the same amount within a +/-5 day window; line is then matched or ignored","statement file, bank GL account id, line id","import batch, statement lines, ranked match candidates","erpBankStatementImports, erpBankStatementLines, erpJournalEntries, erpJournalEntryLines","8 routes under app/api/erp/bank-reconciliation/*"
"C:\ct\ct\src\lib\services\erp-budget-service.ts","SERVICE","attachBudgetListFields,listBudgets,getBudget,createBudget,updateBudgetLineItems,submitBudget,cancelBudget,getBudgetVariance","Finance/Budgeting","Budget header + per-account line items with a draft/submitted/cancelled machine; variance = budgeted line amount vs actuals summed from submitted journal-entry lines for that account (and cost centre) between fiscal-year start and as-of date","budgetId, fiscalYear, account line items, asOfDate","budget totals, per-line budget vs actual vs variance","erpBudgets, erpBudgetLineItems, erpAccounts, erpJournalEntries, erpJournalEntryLines, erpFiscalYears","12 routes under app/api/erp/budgets/*"
"C:\ct\ct\src\lib\services\erp-buying-service.ts","SERVICE","listSuppliers,createSupplier,getSupplier,updateSupplier,listPurchaseOrders,getPurchaseOrder,createPurchaseOrder,submitPurchaseOrder,updatePurchaseOrder,cancelPurchaseOrder,updateSupplierTaxWithholding,computeSupplierScorecardFromRows +2 more","Procurement","Supplier master and purchase-order document lifecycle (create/submit/update/cancel with per-org numbering); supplier scorecard aggregated at read time from PO and receipt rows; per-supplier TDS withholding assignment","supplier input, PO header + item lines","PO + items, supplier scorecard rows","erpSuppliers, erpPurchaseOrders, erpPurchaseOrderItems, erpPurchaseReceipts, erpPurchaseReturns, erpCurrencies, users","15 routes under app/api/erp/buying/*"
"C:\ct\ct\src\lib\services\erp-cash-service.ts","SERVICE","listCashAccounts,createCashAccount,listCashVouchers,createAndPostCashVoucher","Finance/Cash","Cash accounts and cash vouchers; a voucher posts a real balanced journal entry on submit, debiting/crediting the cash account's own GL account against a caller-supplied counter-account, reusing the accounting service's period-lock-then-post path","cash account, amount, counter-account, date","cash voucher + posted JE","erpCashAccounts, erpCashVouchers, erpJournalEntries, erpJournalEntryLines","app/api/erp/cash-accounts, app/api/erp/cash-vouchers"
"C:\ct\ct\src\lib\services\erp-company-service.ts","SERVICE","listCompanies,createCompany,updateCompany,getCompanyDescendantIds","Finance/Multi-entity","Legal entities inside one org's ERP as a tree; getCompanyDescendantIds walks that tree so consolidation is computed at report runtime rather than stored as a group GL","company input, parent company id","company rows, descendant id list for report scoping","erpCompanies","app/api/erp/companies, app/api/erp/companies/[id], app/api/v1/projexa/companies"
"C:\ct\ct\src\lib\services\erp-contract-service.ts","SERVICE","listContracts,getContract,createContract,updateContractStatus,addAmendment,approveAmendment,addBillingSchedule,advanceBillingDate,generateInvoiceFromBillingSchedule,addRevenueSchedule,addObligation,completeObligation +16 more","Sales/CLM","Contract lifecycle: amendments, obligations, negotiation rounds, template-to-contract clause generation, recurring billing schedules (advanceBillingDate rolls monthly/quarterly/half-yearly/annual) that emit real sales invoices, and revenue-recognition schedules; subscriptions/plans","contract input, template + clauses, billing frequency","contract + amendments, billing/revenue schedules, generated sales invoices","erpContracts, erpContractAmendments, erpContractBillingSchedules, erpContractObligations, erpContractRevenueSchedules, erpContractNegotiationRounds, erpSubscriptions, erpSubscriptionPlans, clmContractTemplates, clmTemplateClauses, clmClauses, erpSalesInvoices","19 routes under app/api/clm/* and app/api/erp/contracts/*"
"C:\ct\ct\src\lib\services\erp-costing-service.ts","SERVICE","listStatisticalKeyFigureTypes,createStatisticalKeyFigureType,postStatisticalKeyFigureValue,computeStatisticalKeyFigureReport,statisticalKeyFigureReport","Finance/Controlling","SAP-style statistical key figures: posts plan and actual values per cost-centre x figure-type, then sums them into a plan/actual report row per pair (pure function computeStatisticalKeyFigureReport does the grouping)","figure type + UOM, cost centre, version plan|actual, value","per cost-centre/figure plan, actual and variance rows","erpStatisticalKeyFigureTypes, erpStatisticalKeyFigurePostings","app/api/erp/statistical-key-figure-types, .../postings, app/api/v1/projexa/statistical-key-figure-report, report-catalog-service"
"C:\ct\ct\src\lib\services\erp-credit-note-service.ts","SERVICE","listSalesCreditNotes,createSalesCreditNote,submitSalesCreditNote,getSalesCreditNote,listPurchaseCreditNotes,createPurchaseCreditNote,submitPurchaseCreditNote","Finance/AR-AP","Sales and purchase credit notes modelled as real numbered documents with their own item lines and a create-then-submit lifecycle, mirroring the invoice pattern","customer/supplier, item lines, linked invoice","credit note + items, submitted status","erpSalesCreditNotes, erpSalesCreditNoteItems, erpPurchaseCreditNotes, erpPurchaseCreditNoteItems, erpCustomers","7 routes under app/api/erp/sales-credit-notes/* and .../purchase-credit-notes/*"
"C:\ct\ct\src\lib\services\erp-einvoice-service.ts","SERVICE","listEInvoiceLogs,generateEInvoicePayload,markEInvoiceGenerated,cancelEInvoice","Tax/e-Invoicing","Builds the IRP-schema JSON payload for a submitted sales invoice and records it in a separate e-invoice log; IRN/ack fields are recorded by markEInvoiceGenerated. Actual government submission is out of scope per the file header","submitted sales invoice id, IRN/ack values","IRP JSON payload, e-invoice log row, cancellation","erpEInvoiceLogs, erpSalesInvoices","app/api/erp/e-invoice-logs/*, app/api/erp/sales-invoices/[id]/e-invoice"
"C:\ct\ct\src\lib\services\erp-enablement-service.ts","SERVICE","isErpEnabledForOrg,isErpEnabledForOrgWithDb,requireErpEnabled,getErpEnablement,enableErpForOrg,disableErpForOrg","Platform/Entitlement","Org-level on/off gate for the 'erp' product branch; requireErpEnabled is the first line of nearly every ERP service function. Thin wrapper over product-branch-service","orgId","boolean/throw gate, enablement record","erpAccounts, erpCostCenters, erpFiscalYears (seed checks); orgProductBranchEnablements via product-branch-service","app/api/erp/enablement, app/api/me, lib/purpose-bound-ai.ts, every erp-* service"
"C:\ct\ct\src\lib\services\erp-financial-report-service.ts","SERVICE","generatePeriodsForFiscalYear,isPeriodOpenForDate,listPeriods,listChecklistItems,addChecklistItem,completeChecklistItem,signOffPeriod,closePeriod,reopenPeriod,trialBalance,profitAndLoss,balanceSheet +9 more","Finance/Reporting","THE statement engine. accountBalancesInRange sums debit/credit from submitted JE lines; Trial Balance = totals + isBalanced; P&L = income (sign-flipped) minus expense over a period; Balance Sheet = cumulative assets vs liabilities+equity; indirect Cash Flow derived from the double-entry identity; P&L by cost centre; also owns period open/close/sign-off","orgId, date range, company scope","trial balance, P&L, balance sheet, cash flow, period lock state","erpAccounts, erpJournalEntries, erpJournalEntryLines, erpAccountingPeriods, erpPeriodClosingChecklistItems, erpSalesInvoices, erpPurchaseInvoices","19 routes under app/api/erp/periods/* and app/api/erp/reports/*, report-catalog-service"
"C:\ct\ct\src\lib\services\erp-fixed-assets-service.ts","SERVICE","computeMonthlyDecliningRate,generateDepreciationSchedule,listAssetCategories,createAssetCategory,updateAssetCategory,listFixedAssets,getFixedAsset,createFixedAsset,updateFixedAsset,submitFixedAsset,listDepreciationSchedule,runDepreciationBatch +8 more","Finance/Fixed Assets","Depreciation engine. Straight-line spreads (cost - salvage) over useful life with a first-period proration factor and a +1 true-up period absorbing rounding drift; WDV uses monthly rate 1-(salvage/cost)^(1/months) (2/months when salvage is 0), capped so the final period converges exactly to salvage. Batch run posts depreciation JEs; movements and disposals","cost, salvageValue, usefulLifeMonths, purchaseDate, method","period-by-period schedule with accumulated depreciation, posted JEs, disposal gain/loss","erpFixedAssets, erpAssetCategories, erpDepreciationSchedules, erpAssetMovements, erpAssetDisposals, erpAccounts, erpJournalEntries, erpJournalEntryLines","12 routes under app/api/erp/fixed-assets/*, approval-workflows decide route, report-catalog-service"
"C:\ct\ct\src\lib\services\erp-goods-receipt-service.ts","SERVICE","listPurchaseReceipts,getPurchaseReceipt,createPurchaseReceipt,submitPurchaseReceipt,updatePutawayLocation,markPutawayComplete,getThreeWayMatchReport,createLandedCostVoucher,listLandedCostVouchers","Procurement/Inventory","GRN create/submit (posting stock receipts), putaway location confirmation, three-way match comparing ordered vs received vs invoiced quantity per PO item line, and landed-cost vouchers whose charges are allocated across receipt items","PO id, receipt item lines, landed-cost charges","GRN + items, per-line three-way match variances, landed-cost allocations","erpPurchaseReceipts, erpPurchaseReceiptItems, erpPurchaseOrders, erpPurchaseOrderItems, erpPurchaseInvoiceItems, erpLandedCostVouchers, erpLandedCostCharges, erpLandedCostAllocations, erpStockValuationLayers","10 routes under app/api/erp/buying/goods-receipts/*"
"C:\ct\ct\src\lib\services\erp-inventory-planning-service.ts","SERVICE","setReorderLevel,listReorderLevels,getReorderSuggestions,computeAbcClassification,listAbcClassifications,createCycleCountPlan,listCycleCountPlans,getCycleCountPlan,recordCycleCount,postCycleCountAdjustment","Inventory","Reorder suggestion when on-hand qty <= reorder point for an item/warehouse; ABC class from cumulative share of historical consumption value (sum |qty| x valuation_rate over issues): <=80% A, <=95% B, else C; cycle counts post their variance back through the FIFO engine","reorder levels, stock ledger issues, counted qty","reorder suggestions, A/B/C classification, cycle-count adjustment postings","erpReorderLevels, erpAbcClassifications, erpCycleCountPlans, erpCycleCountLines, erpStockLedgerEntries","7 routes under app/api/erp/inventory/*"
"C:\ct\ct\src\lib\services\erp-inventory-service.ts","SERVICE","recordStockReceipt,recordStockIssue,getItemValuation,listStockLedger,listStockBalances","Inventory","THE FIFO valuation engine. A receipt opens a new valuation layer (qty, rate) and updates running balance qty/value; an issue consumes layers oldest-first by receipt date and writes back the true weighted-average cost of what was actually consumed as the ledger entry's valuation rate","item, warehouse, qty, rate, posting date, optional UOM/batch","stock ledger entries with balance qty/value, consumed-cost valuation rate, per-item valuation","erpStockLedgerEntries, erpStockValuationLayers, erpItemBatches","10 routes under app/api/erp/inventory/*; erp-returns-service, erp-inventory-planning-service"
"C:\ct\ct\src\lib\services\erp-invoicing-service.ts","SERVICE","listTaxTemplates,createTaxTemplate,listPricingRules,createPricingRule,resolveItemPrice,findControlAccount,computeInvoiceTaxTotals,listSalesInvoices,listSalesInvoicesPaged,getSalesInvoice,createSalesInvoice,submitSalesInvoice +26 more","Finance/AR-AP","Sales and purchase invoices end to end. computeInvoiceTaxTotals: subtotal = sum(qty x rate), per-line tax = lineAmount x rate/100 accumulated per tax account, grandTotal = subtotal + tax. Pricing rules resolve item price by all/customer/item scope. Submitting posts a real balanced JE against the receivable/payable control account; payments recorded against invoices","invoice item lines, tax template, pricing rules, customer/supplier","invoice + items, tax by account, grand total, posted JE, outstanding balance","erpSalesInvoices, erpSalesInvoiceItems, erpPurchaseInvoices, erpPurchaseInvoiceItems, erpTaxTemplates, erpTaxTemplateItems, erpPricingRules, erpPaymentEntries, erpJournalEntries, erpJournalEntryLines","25 routes under app/api/erp/*, report-catalog-service, erp-contract-service, pms-invoice-service"
