"Rule_Id","Module","Rule_Statement","Enforced_In_File_Path","Enforcement_Layer","Failure_Behaviour","Evidence_Quote"
"BL-FRM-05","Create screens (all modules)","Delete confirmations name the blast radius and end ""This cannot be undone."" rather than asking ""are you sure"".","src/lib/create-screen.ts","CLIENT","Confirmation sentence naming the record and what goes with it.","""return `Delete ${subject}${tail}? This cannot be undone.`;"""
"BL-FRM-06","Manpower / Roster","A roster worker requires a Name and a Daily Rate that is a real, non-negative number; ""abc"" and ""-5"" are both refused.","src/lib/roster-form.ts","BOTH","Save disabled naming ""Name, Daily Rate""; the server's own dailyRate guard refuses both too.","""A rate is usable when it is a real, non-negative number. \""abc\"" and \""-5\"" are NOT usable: the server refuses both"""
"BL-FRM-07","Timesheets / Time logging","Logged hours must be greater than 0, at most 24, and in steps of 0.25. Task, Date and Category are required.","src/lib/time-entry.ts","CLIENT","Field message ""Enter hours greater than 0, in steps of 0.25 (max 24)""; an empty field is treated as not-yet-filled, not invalid.","""export const HOURS_STEP = 0.25; export const HOURS_MAX = 24;"""
"BL-FRM-08","Permits","A permit requires a name, issue date, end date and a PDF; the end date must be on or after the issue date; the file must be a .pdf of at most 10 MB.","src/components/PermitCreateClient.tsx","CLIENT","Save disabled with ""N required fields still needed - ...""; file errors state both the file's size and the limit.","""export const MAX_PDF_MB = 10;"" / ""return endDate < issueDate ? \""End date must be on or after the issue date\"" : undefined;"""
"BL-FRM-09","Documents","An uploaded document may be at most 25 MB, and its category must be one of permit, drawing, contract, certificate, license, site_photo, email, other.","src/lib/document-intake.ts","CLIENT","Message ""This file is 31 MB; the limit is 25 MB"" before the upload rather than after it.","""export const DOCUMENT_MAX_MB = 25;"""
"BL-FRM-10","Drawings","A DWG drawing file must be .dwg, .dxf or .pdf; a 3D walkthrough file must be .glb, .gltf, .fbx or .mp4. The picker filter is not treated as a guarantee.","src/components/DrawingCreateClient.tsx","CLIENT","""Choose a .dwg, .dxf or .pdf file -- this is a .png"".","""dwg: [\"".dwg\"", \"".dxf\"", \"".pdf\""], \""3d_walkthrough\"": [\"".glb\"", \"".gltf\"", \"".fbx\"", \"".mp4\""]"""
"BL-FRM-11","Files (all modules)","A file's size is stated in the same unit as the limit, using one decimal only where whole-number rounding would read ""This file is 10 MB; the limit is 10 MB"".","src/lib/file-limits.ts","CLIENT","Message shown at the field before upload.","""a 10.4 MB file refused by a 10 MB limit must not read \""10 MB\""."""
"BL-AUTH-01","Authorization","The organisation role axis has exactly six values: owner, admin, pm, site_engineer, member, client_viewer. It is not a linear rank -- client_viewer and site_engineer restrict along different axes.","src/lib/authz/roles.ts","BOTH","A role outside the set is refused by the DB check constraint on memberships.role and by API validation.","""check (role in ('owner', 'admin', 'pm', 'site_engineer', 'member', 'client_viewer'));"" (drizzle/0012_membership_roles_pm_site_engineer.sql)"
"BL-AUTH-02","Authorization","EVERY mutating /api request (POST, PUT, PATCH, DELETE) is role-gated at one middleware choke point against one checked-in policy table. GET is deliberately NOT role-gated.","src/lib/authz/api-write-policy.ts","SERVER","403 {""error"":""Forbidden: your role does not permit this action""}.","""export const MUTATING_METHODS: ReadonlySet<string> = new Set([\""POST\"", \""PUT\"", \""PATCH\"", \""DELETE\""]);"""
"BL-AUTH-03","Authorization","A route with no entry in the write-policy table does not inherit the weakest tier: it falls back to FIELD, and a missing entry fails the build test.","src/lib/authz/api-write-policy.ts","SERVER","Unmatched paths resolve to the nearest ancestor pattern, then to FIELD -- never to ""allow"".","""A route added without a policy entry must NOT quietly inherit the weakest tier ... it lands on the same tier as on-site work rather than on \""anyone\""."""
"BL-AUTH-04","Authorization","Financial, contractual, commercial and programme authority (budgets, change orders, purchase orders, invoices, quotations, projects, vendors, BOQ scope, baselines, schedule import) is owner/admin/pm only -- site_engineer and client_viewer are excluded.","src/lib/authz/api-write-policy.ts","SERVER","403 for site_engineer, member and client_viewer.","""PM_OR_ABOVE: [\""owner\"", \""admin\"", \""pm\""] as const,"" -- ""Financial / contractual / commercial / schedule authority ... Deliberately excludes site_engineer and client_viewer."""
"BL-AUTH-05","Authorization","Work actually recorded on site (attendance, work progress, punch list, site diary, materials, documents, drawings, RFIs, submittals, schedule tasks) is owner/admin/pm/site_engineer -- the legacy `member` role and client_viewer are excluded.","src/lib/authz/api-write-policy.ts","SERVER","403 for member and client_viewer.","""FIELD: [\""owner\"", \""admin\"", \""pm\"", \""site_engineer\""] as const,"""
"BL-AUTH-06","Authorization","Org membership, security/compliance posture, HR and payroll master data, recruitment hiring and the general ledger are owner/admin only.","src/lib/authz/api-write-policy.ts","SERVER","403 for pm, site_engineer, member, client_viewer.","""ORG_ADMIN: [\""owner\"", \""admin\""] as const,"" -- ""Hiring creates an employee record and a payroll liability."""
"BL-AUTH-07","Authorization","Self-service on one's OWN record (filing own leave, logging/submitting own time, own to-dos) is open to every role except client_viewer; DECIDING someone else's (approve/reject leave or timesheets) is PM or above.","src/lib/authz/api-write-policy.ts","SERVER","403 on the decision routes for a non-PM.","""Filing your OWN leave request is self-service; DECIDING one is not."""
"BL-AUTH-08","Authorization","Minting a public, unauthenticated share link (report, attendance summary, minutes) is PM or above, not field level, because handing the org's cost figures outside the org is a manager's decision.","src/lib/authz/api-write-policy.ts","SERVER","403 for site_engineer on the /share routes.","""deliberately NOT \""FIELD\"", because handing the org's cost figures outside the org is a manager's decision."""
"BL-AUTH-09","Authorization","Actions every authenticated member may take regardless of role, client_viewer included: marking a notification read, replying in a conversation, accepting an invite addressed to them, recording their own composer pill usage.","src/lib/authz/api-write-policy.ts","SERVER","Allowed for all six roles.","""Accepting an invite addressed to you is how you GET a role -- gating it on one would be circular."""
"BL-AUTH-10","Authorization","Overruling an activity's completion percentage is a PM judgement (PM_OR_ABOVE), while recording site progress through /work-progress stays FIELD.","src/lib/authz/api-write-policy.ts","SERVER","403 for a site_engineer calling the completion override.","""overruling a completion percentage derived from the site's own records is a PM judgement, not a field entry"""
"BL-AUTH-11","Authorization","A role gate hidden only in the UI is not a control: the boundary is server-side. Composer classification/preview executes nothing and never authorizes -- what a user may RUN is re-checked at execution.","src/lib/authz/api-write-policy.ts","SERVER","Preview always returns executed:false; execution is gated separately.","""THIS IS A SERVER-SIDE GATE, NOT A UI ONE ... hiding a button is a UX affordance and never the boundary."""
"BL-AUTH-12","Authorization","Page access is deny-by-default: every page is authenticated unless it is on the explicit public list (/, /hi, /how-it-works, /login, /signup) or under /auth/, /invite/, /share/, /shared/.","src/lib/authz/page-access.ts","SERVER","Unauthenticated visitor is redirected to /login with ?redirectTo=<path>.","""an allow-list of protected paths fails open ... A deny-list of PUBLIC paths fails closed"""
"BL-AUTH-13","Authorization","/api/* is excluded from the page gate, so an API 401 stays JSON and never becomes a 307 redirect to an HTML login page.","src/lib/authz/page-access.ts","SERVER","API routes return their own 401 JSON.","""THE CLAUSE THAT MUST NOT BE DROPPED: /api/* is excluded here."""
"BL-AUTH-14","Authorization","An already-authenticated visitor who opens the marketing landing route is sent to /dashboard.","src/middleware.ts","SERVER","307 redirect to /dashboard.","""if (userId && isLandingRoute(pathname)) { const url = request.nextUrl.clone(); url.pathname = \""/dashboard\"";"""
"BL-AUTH-15","Authorization","If the membership lookup fails while checking a write, the request is REFUSED rather than guessed -- a transient lookup failure is neither ""no organization"" nor a role refusal.","src/middleware.ts","SERVER","503 {""error"":""Could not verify organization membership, please retry""}.","""Fail closed on the write, but say why."""
"BL-AUTH-16","Authorization / Tenancy","Every PROJEXA->VERIDIAN call authenticates with one ORG-scoped API key; no user id or role crosses that boundary, so per-user role gating is structurally only possible on the PROJEXA side.","src/lib/authz/api-write-policy.ts","SERVER","A missing per-org credential row throws a fail-loud configuration error rather than silently using a fallback key.","""No user id and no role crosses that boundary, so VERIDIAN is structurally incapable of a per-user role refusal on these calls."""
"BL-AUTH-17","Authorization / Tenancy","An authenticated user with no resolved membership is a 400 ""No organization"", not a 403; an unauthenticated caller is a 401.","src/lib/supabase/auth-guard.ts","SERVER","400 / 401 / 503 as appropriate; the write-policy check returns ""allowed"" for a null role so the route can produce the accurate status.","""return { user, organizationId: null, role: null, response: NextResponse.json({ error: \""No organization\"" }, { status: 400 }) };"""
"BL-ORG-01","Organisation / Members","Changing a member's role is owner/admin only and the new role must be one of the six valid roles.","src/app/api/org-members/[id]/route.ts","SERVER","403 for a non-admin; 400 ""role must be one of: ..."" for an invalid role; 404 when the member is not in this org.","""if (!role || !ALL_ORG_ROLES.includes(role as OrgRole)) { return NextResponse.json({ error: `role must be one of: ${ALL_ORG_ROLES.join(\"", \"")}` }, { status: 400 }); }"""
"BL-ORG-02","Organisation / Members","An organisation must always keep at least one owner or admin: demoting the last one is refused, including self-demotion.","src/app/api/org-members/[id]/route.ts","SERVER","409 ""Cannot change this member's role: every organization must keep at least one owner or admin.""","""every organization must keep at least one owner or admin."""
"BL-ORG-03","Organisation / Invites","An invitation requires a syntactically valid email address and a valid role (default 'member'); the error names the field and the reason.","src/app/api/org/invites/route.ts","SERVER","400 with the specific field named, e.g. 'Email ""x"" is not a valid email address.'","""UAT criterion C04 (INPUT_REJECTED) requires the message to name the field and the reason, not a generic \""invalid request\""."""
"BL-ORG-04","Organisation / Invites","Somebody who is already a member of the organisation cannot be invited again.","src/app/api/org/invites/route.ts","SERVER","409 ""<email> is already a member of this organisation.""","""Inviting somebody who is already in this organisation would otherwise look like it worked and then never appear anywhere."""
"BL-ORG-05","Organisation / Invites","At most ONE live (unaccepted, unrevoked) invite may exist per organisation + email; a re-invite must revoke or consume the old one first.","drizzle/0015_org_invites.sql","DATABASE","Partial unique index violation (23505) surfaced as 409 ""There is already a pending invitation for <email>. Revoke it first to issue a new link.""","""create unique index if not exists org_invites_one_pending_per_email on public.org_invites (organization_id, lower(email)) where accepted_at is null and revoked_at is null;"""
"BL-ORG-06","Organisation / Invites","An invitation expires 14 days after it is created.","drizzle/0015_org_invites.sql","DATABASE","Redemption raises ""This invitation has expired. Ask an administrator for a new one.""","""expires_at timestamptz not null default (now() + interval '14 days'),"""
"BL-ORG-07","Organisation / Invites","An invite is BOUND to its email address: a token redeemed by a user whose profile email differs is refused, so a leaked link grants nothing.","drizzle/0015_org_invites.sql","DATABASE","Exception ""This invitation was issued to a different email address."" (surfaced verbatim as a 400).","""if v_email is null or lower(v_email) <> lower(v_invite.email) then raise exception 'This invitation was issued to a different email address.'"""
"BL-ORG-08","Organisation / Invites","A revoked invitation, and an invitation that has already been used, cannot be redeemed.","drizzle/0015_org_invites.sql","DATABASE","Exceptions ""This invitation has been revoked."" / ""This invitation has already been used.""","""if v_invite.revoked_at is not null then raise exception 'This invitation has been revoked.'"""
"BL-ORG-09","Organisation / Invites","Accepting an invite is idempotent on membership (an existing membership row is left alone) and always writes a security audit log row naming the org and role granted.","drizzle/0015_org_invites.sql","DATABASE","No duplicate membership; audit row 'org_invite.accepted' inserted.","""insert into public.memberships (user_id, organization_id, role) values (v_uid, v_invite.organization_id, v_invite.role) on conflict (user_id, organization_id) do nothing;"""
"BL-ORG-10","Organisation / Invites","An invitee may see who invited them and to what (org name, role, expiry, whether the link is still open) WITHOUT the token, the email or anything else in the invite row being exposed.","drizzle/0015_org_invites.sql","DATABASE","Security-definer view function returns org name + role only.","""Returns org name + role only."""
"BL-ORG-11","Organisation / Invites","Reading, creating and revoking invites through an ordinary session is limited to org owners/admins by row-level security, mirroring the application role group.","drizzle/0015_org_invites.sql","DATABASE","RLS policy blocks the row entirely for non-admins.","""create policy \""org admins can create invites in their organization\"" on public.org_invites for insert with check ( ... m.role in ('owner', 'admin') )"""
"BL-ORG-12","Organisation / Invites","Redemption is deliberately not behind the normal org guard, because the redeeming user is by definition not yet a member of any organisation.","src/app/api/org/invites/accept/route.ts","SERVER","401 if not signed in; otherwise every authorisation decision is delegated to the database function.","""Deliberately NOT behind requireAuth(): requireAuth() answers 400 \""No organization\"" for exactly the user this route exists to serve"""
"BL-ERR-01","Cross-cutting","A failure message never prints a backend identifier: no IP:port, host:port, ECONN*/CONNECT_TIMEOUT, camelCase parameter name or function id ever reaches a screen; a masked string reads ""service unavailable"".","src/lib/task-errors.ts","CLIENT","The sentence is chosen by CODE, never copied from the backend's text; a masking pass is the last line of defence.","""never a camelCase parameter name, never a function id, never a host, an address or a port."""
"BL-ERR-02","Cross-cutting","Every blocked action carries a VERB button -- ""Pick line"", ""Choose project"", ""Type value"", ""Retry"" -- so a refused row always has a way out and never a dead end.","src/lib/task-errors.ts","CLIENT","Button rendered beside the sentence; an ""open"" action renders no button when no real destination exists.","""Every pickable failure carries a VERB LABEL for its button ... so a blocked row always has a way out and never a dead end."""
"BL-ERR-03","Cross-cutting","Retry is offered ONLY for transport failures, where nothing was written and repeating is safe. A 4xx refusal is never a Retry, and a ""fix"" action loads the picker and STOPS -- it must never re-execute.","src/lib/task-errors.ts","CLIENT","RECORD_NOT_FOUND, ALREADY_RECORDED and REQUEST_REJECTED offer a route, not a retry.","""None of these three is a Retry: sending the same request again cannot change a 4xx."""
"BL-ERR-04","Cross-cutting","Every failure sentence states whether anything was saved (""nothing was saved"").","src/lib/task-errors.ts","CLIENT","Sentence includes the clause; the composer and the Daily Entry form print the same words for the same failure.","""BACKEND_UNAVAILABLE: { message: () => \""The construction data service didn't answer -- nothing was saved\"", ...RETRY_STEP },"""
"BL-ERR-05","Cross-cutting","A BOQ that has already been revised cannot be revised a second time; the user is sent to the latest revision.","src/lib/task-errors.ts","SERVER","ALREADY_RECORDED with functionId create_boq_revision -> ""That BOQ has already been revised -- open the latest revision"".","""if (fn === \""create_boq_revision\"") return \""That BOQ has already been revised -- open the latest revision\"";"""
"BL-ERR-06","Cross-cutting","A request that reads as a QUESTION rather than an instruction saves nothing.","src/lib/task-errors.ts","SERVER","READ_AS_QUESTION -> ""That reads as a question, so nothing was saved"".","""READ_AS_QUESTION: { message: () => \""That reads as a question, so nothing was saved\"", ...openRoute(\""Open Home\"", \""/dashboard\"") },"""
"BL-ERR-07","Cross-cutting","A user cannot act on a project they do not have access to.","src/lib/task-errors.ts","SERVER","PROJECT_NOT_REACHABLE -> ""You do not have access to that project -- pick another"".","""PROJECT_NOT_REACHABLE: { message: () => \""You do not have access to that project -- pick another\"""""
