"File_Path","Kind","Exported_Functions","Domain","What_It_Computes","Key_Inputs","Key_Outputs","DB_Tables_Touched","Called_By"
"C:\ct\ct\src\lib\services\schedule-service.ts","SERVICE","calculateCriticalPath, getGanttData, attachBoqLinks, deriveDurationDays, deriveDueDate, createScheduleActivity, captureBaseline, compareBaseline, listBaselines, createResourceAllocation, getWorkload, detectResourceConflicts +1 more","PMS / construction scheduling (Gantt, CPM)","Critical path is computed on request (never stored) from pms_issues start/due dates plus typed relations and lagDays; also derives duration/due dates, per-day allocated hours vs capacity (default 8h) for workload and over-allocation conflicts, and baseline vs current variance.","orgId ctx, projectId; issue graph + relations; baselineId; resource allocations (userId, hours/day, date range); dailyCapacityHours","GanttTask[] with critical flags, GanttDependency[], BaselineVariance[], WorkloadDay[], ResourceConflict[]","pms_issues, pms_issue_relations, pms_issue_boq_links, construction_boq_line_items, pms_schedule_baselines, pms_baseline_issue_snapshots, pms_resource_allocations, construction_work_progress_entries","/api/pms/schedule/{gantt,baselines,baselines/[id],resource-allocations,resource-conflicts}; /api/v1/projexa/schedule/*; report-engine-service.ts (critical_path_report)"
"C:\ct\ct\src\lib\services\screen-definitions-labels.ts","SERVICE","TEST_LABEL_PATTERN_SOURCE, TEST_LABEL_PATTERN_FLAGS, ALLOWED_TEST_LABELS, extractColumnLabels, findLeakedTestLabels, formatLeakedTestLabelReport","Platform guardrail (screen registry hygiene)","PURE. Scans screen_definitions.columns jsonb for any column label matching /test/i (with an explicit allow-list, currently empty) so a debug label baked into a GLOBAL org_id-NULL screen row can never again be served to customers.","screen_definitions rows {id, functionId, columns jsonb}","LeakedLabel[] (row id, functionId, column index, label) and a formatted failure report string","compliance.screen_definitions (rows supplied by the caller; this file does no querying)","scripts/check-screen-definition-labels.ts CI guard (loads this file by URL); no runtime route imports it"
"C:\ct\ct\src\lib\services\search-service.ts","SERVICE","escapeLikePattern, searchAll","Platform / global search","Unified non-AI global search: escapes LIKE metacharacters (\ % _) so a literal '50%' does not act as a wildcard, then ILIKE-matches title/name across the three highest-traffic entity types within the org boundary.","ReadContext (orgId), query string, limit (default 8)","SearchResults grouped into compliance_item / task / client items {type, id, title, status}","compliance_items, tasks, clients","/api/search (backs search-command.tsx's Standard tab)"
"C:\ct\ct\src\lib\services\session-limit-service.ts","SERVICE","hashSessionToken, classifyDeviceLabel, recordSessionAndCheckLimit (+ type SessionLimitCheck)","Platform / licensing (concurrent sessions)","Enforces max concurrent sessions per license (default 1 laptop + 1 mobile): SHA-256 hashes the access token, classifies the device from the user agent, ignores sessions unseen for 30 days, and only ever BLOCKS a genuinely new device - never invalidates a live session.","accessToken, userAgent, userId, orgId, org maxConcurrentSessions","SessionLimitCheck decision (allowed / blocked with reason); user_active_sessions row upserted with lastSeenAt","user_active_sessions","lib/supabase/auth-guard.ts requireAuth(); lib/audit.ts"
"C:\ct\ct\src\lib\services\social-feed-service.ts","SERVICE","POST_REACTION_TYPES, createPost, listFeed, reactToPost, addPostComment, listPostComments","Collaboration / social feed","Broadcast feed with audience resolution: an 'org' post is visible org-wide, a 'restricted' post only to its post_audience_members; reactions are constrained to the 5-value Postgres enum and are per-user idempotent; feed can be scoped by project or task.","orgId+userId; post body, audience type + member ids, optional projectId/taskId; reaction type; comment content","posts, post_audience_members, post_reactions, post_comments rows; assembled feed with reaction and comment aggregates","posts, post_audience_members, post_reactions, post_comments, users","/api/social/posts; /api/social/posts/[id]/reactions; /api/social/posts/[id]/comments"
"C:\ct\ct\src\lib\services\software-coverage-service.ts","SERVICE","classifyExecution, MIN_ACCEPTABLE_SUCCESS_RATE, isPackageReliable, classifyExecutionWithReliability (+ type ExecutionBucket)","AI orchestration (software vs AI routing)","PURE decision function: classifies each request into FULL_SOFTWARE, PACKAGE_AVAILABLE or NOVEL, with the reliability variant demoting a package below a 70% success rate to NOVEL. Explicitly does NOT compute a fractional per-request coverage percentage.","Capability/InstructionPackage lookups already resolved by the caller (successRate, package presence)","ClassificationResult discriminated union naming the bucket and reason","None - pure, no DB (callers do the lookups)","lib/task-execution-engine.ts; lib/ai-team/team-service.ts"
"C:\ct\ct\src\lib\services\sso-service.ts","SERVICE","getSsoConfiguration, upsertSsoConfiguration, getOrgBySlugWithSso, getSsoLoginRedirectUrl, validateSsoAssertionAndGetUser","Platform / authentication (SAML SSO)","Service-Provider-side SAML 2.0: delegates signature, replay/timestamp and audience checks to @node-saml/node-saml, then matches the asserted email to an EXISTING users row in that org - it deliberately never auto-provisions users from an IdP assertion.","orgSlug, SAML config (entryPoint, issuer, cert), callbackUrl, base64 SAMLResponse","IdP redirect URL; resolved users row for magic-link session establishment; sso_configurations row; activity log entry","sso_configurations, organisations, users","/api/auth/sso/[orgSlug]/login; /api/auth/sso/[orgSlug]/acs; /api/settings/sso"
"C:\ct\ct\src\lib\services\stage0-service.ts","SERVICE","evaluateStage0TokenStatus, consumeStage0TokenAndProvisionUser, decideStage0UpgradeAction, tryUpgradeStage0UserInPlace, partitionEligibleForAutoUpgrade, autoUpgradeStage0UsersOnBranchEnable, assertActiveStage0Membership, listStage0Inbox, listStage0OrgsForUser, listStage0OutreachForOrg","Platform / stage-0 (unpaid guest) users","Token status evaluation (valid/expired/revoked) and self-registration of stage_0 users off an existing guest-access or share-link token; the narrow direct-conversation-only inbox predicate; and both auto-upgrade paths (in-place person-level, and org-level on branch enable).","guest-access or share-link token; userId, orgId; branch-enable event","ConsumeStage0TokenResult / UpgradeStage0Result unions; stage0_sources rows; Stage0InboxItem[] and Stage0OutreachRow[]","users, stage0_sources, conversations, conversation_guest_access, conversation_share_links (via @/lib/db)","/api/stage0/{inbox,outreach,conversations/[id]/messages}; /api/users; lib/supabase/auth-guard.ts; lib/invite-link-service.ts; lib/org-join-code-service.ts"
"C:\ct\ct\src\lib\services\subscription-plan-service.ts","SERVICE","resolveSubscriptionPlan, provisionAiAssistantsForUser, getSubscriptionPlanStatus, getAssistantsUsedByUser, setSubscriptionPlanForOrg, listActiveSubscriptionPlans","Billing / entitlement (subscription plans)","Resolves an org's effective plan: explicit organisations.subscriptionPlanId first, otherwise the smallest tier whose userPackSize fits the org's real live user count; then provisions assistantsPerUser AI assistants for a user and reports used-vs-allowed.","orgId; userId; subscriptionPlanId to assign","Full subscription_plans row; SubscriptionPlanStatus (plan, userCount, assistants allowed/used); ai_assistants rows created","organisations, subscription_plans, users, ai_assistants","/api/me; /api/settings/subscription-plan; /api/users; lib/supabase/auth-guard.ts; lib/invite-link-service.ts; lib/org-join-code-service.ts; stage0-service.ts"
"C:\ct\ct\src\lib\services\support-session-service.ts","SERVICE","generateSupportSessionToken, evaluateSupportSessionStatus, isSupportSessionActive, startSupportSession, getSupportSessionById, endSupportSession, validateSupportSessionToken, listSupportSessionsForOrg","Platform / support impersonation","Audited cross-org 'act on behalf of customer' sessions: mints a random token stored only as a SHA-256 hash, derives status from expiresAt/endedAt (active|expired|ended), validates a presented token, and lists sessions run against a target org via normal RLS.","veridian_admin actor, targetOrgId, reason, ttl; raw session token; sessionId","Plaintext token (once) + support_sessions row; ValidatedSupportSession; {ok, alreadyEnded}; activity log entries","support_sessions, users","/api/support-sessions/{start,on-my-org,whoami-target,[id]/end}"
"C:\ct\ct\src\lib\services\task-dedup-service.ts","SERVICE","buildTaskDedupContent, indexTaskForDedup, findSimilarActiveTasks, scanForDuplicateTasks","Tasks / duplicate-work detection","Embedding-based duplicate detection for ordinary business tasks: builds the dedup content string from title+description, stores it with entityType 'task', and reports pairs above a 0.92 cosine threshold, scoped per org and optional projectId.","orgId, taskId, title, description; optional projectId; similarity threshold (default 0.92)","TaskMatch[] and DuplicateTaskCandidate[] {a, b, score}; embeddings rows written at task creation","tasks, embeddings","/api/tasks/duplicates; task-service.ts createTask()"
"C:\ct\ct\src\lib\services\task-execution-trace-service.ts","SERVICE","startTrace, appendTraceStep, recordShieldVerdict, completeTrace, failTrace, getTrace, listTraces, executeGatedTetAction","TET engine (task execution trace)","Logs the full lifecycle of a user-initiated action (started -> step -> shield verdict -> completed|failed) as a task_execution_traces row, and executeGatedTetAction wraps an arbitrary operation so it only runs after the TET shield gate passes.","orgId+userId; actionKey and input payload; traceId; step {name, detail}; gate verdict; output or error","task_execution_traces rows with a steps array and terminal status; ExecuteGatedTetActionResult union (ran vs blocked)","task_execution_traces","No API route imports it today; exercised by task-execution-trace-service.test.ts and referenced from lib/db/schema.ts"
"C:\ct\ct\src\lib\services\task-nudge-digest-service.ts","SERVICE","groupTasksForNudge, summarizeNudgeGroup, runTaskNudgeDigest","Tasks / nudges (deterministic, no AI)","Batches a user's whole active task load into ONE deterministic ping instead of one per task: buckets tasks into overdue vs due-soon (default window in days) per user, then renders a single ShortReply summary delivered as one notification.","tasks rows with dueDate/status/userId; now Date; dueSoonWindowDays","UserNudgeGroup[]; ShortReply text; notifications rows; {usersNotified, tasksCovered}","tasks, notifications","/api/internal/task-nudge-digest/run"
"C:\ct\ct\src\lib\services\task-prediction-service.ts","SERVICE","predictTaskCompletion","Tasks / prediction (deterministic)","Deterministic velocity prediction (no ML model): averages createdAt->updatedAt duration over the org's own historically completed tasks and projects that average onto a pending task, reporting sampleSize so a thin sample is visible rather than hidden.","orgId+userId, taskId","TaskCompletionPrediction {taskId, createdAt, sampleSize, averageDurationDays, predicted completion}","tasks","/api/tasks/[id]/prediction"
"C:\ct\ct\src\lib\services\task-reprioritization-service.ts","SERVICE","computeReprioritizedPriority, reprioritizeTasks (+ types ReprioritizationReason, ReprioritizationUpdate)","Tasks / continuous re-prioritization","Implements ONE honest axis of the 8-axis requirement - deadline proximity: raises priority for overdue, due_within_24h and due_within_72h tasks against VALID_PRIORITIES, and the header documents why SLA, dependencies and resource axes are not real for the tasks table.","now Date; tasks rows with dueDate, status, priority","ReprioritizationUpdate[] and updated tasks.priority values with a reason code","tasks","/api/internal/metric-alerts/run"
"C:\ct\ct\src\lib\services\task-service.ts","SERVICE","validateChainDepth, resolveDynamicChainId, listTasks, createTask, getTask, updateTask, VALID_PRIORITIES, listTaskAssignees, addTaskAssignee, removeTaskAssignee, getTaskStatus, listMyTodos +2 more (listAssignedByMe, isTaskOverdue, checkTaskOverdue)","Tasks (core task engine)","Core task lifecycle: dynamic-chain depth validation and chain id resolution, high-impact action detection plus approval-preference/confirmation gating on create, status transitions with completion monitors and audit triggers, multi-assignee management, and the isTaskOverdue rule.","ServiceContext (orgId, userId, dbUser); title/description/priority/dueDate/assistantId/chainPathKeys; status patches; assignee userIds","tasks rows, task_assignees, task_execution_plan, task_chat_messages, notifications; execution kicked off via executeTask; overdue counts","tasks, task_assignees, task_execution_plan, task_chat_messages, ai_assistants, worker_agents, dynamic_chains, users, notifications","/api/tasks(/[id]); /api/v1/tasks(/[id],/[id]/status); /api/home/assigned-by-me; /api/internal/metric-alerts/run; task-reprioritization-service.ts"
"C:\ct\ct\src\lib\services\tds-return-service.ts","SERVICE","generateForm26QReport, generateForm24QReport, quarterDateRange (re-export)","ERP / Indian tax (TDS returns)","Aggregates already-computed TDS at read time into quarterly return data: Form 26Q from submitted purchase invoices with tdsAmount > 0 joined to suppliers and withholding categories, Form 24Q from payslip TDS deduction lines. Nothing is persisted.","orgId; financialYearStart, quarter 1-4","Form 26Q / Form 24Q deductee-wise return data for the quarter; ServiceError 400 when no TDS rows exist in the period","erp_purchase_invoices, erp_suppliers, erp_tax_withholding_categories, erp_payslips, erp_payroll_runs, erp_payslip_lines, employee_profiles, users","/api/tds-returns/26q; /api/tds-returns/24q"
"C:\ct\ct\src\lib\services\tet-shield-gate.ts","SERVICE","runTetShieldGate (+ types TetShieldGateResult, TetShieldGateOptions)","Security / prompt-injection gate","Fail-closed security gate for user-submitted TET actions: mandatory deterministic Layer-1 threat classification (network-free) plus Layer-3 Llama-Guard whenever a Groq key exists, returning a pass/block verdict. Adds no new regex patterns of its own.","User-supplied action text/payload; gate options","TetShieldGateResult {verdict pass|block, layer1 result, llamaGuard verdict, reason}","None - pure gate over lib/prompt-security","task-execution-trace-service.ts (executeGatedTetAction, recordShieldVerdict)"
"C:\ct\ct\src\lib\services\ticket-intelligence-service.ts","SERVICE","buildTicketTranscript, listTicketIntelligenceItems, getTicketIntelligenceItem, analyzeTicket, promoteTicketIntelligenceItem, dismissTicketIntelligenceItem","Support / ticket intelligence (AI, suggestion-only)","Builds a deterministic transcript from a ticket's messages, runs the policy-enforced LLM pipeline (resolveModelConfig -> prompt template -> callLLMJson -> recordOrchestraExecution), and persists commitment / follow_up / approval_needed / deadline items as SUGGESTIONS only.","orgId+userId+dbUser; ticketId; itemId to promote or dismiss","ticket_intelligence_items and action items; a real tasks row only on explicit promotion; orchestra execution + activity log records","tickets, tasks, messages, ticket_intelligence_items, ticket_intelligence_action_items","/api/tickets/[id]/intelligence; /api/ticket-intelligence/[id](/promote,/dismiss)"
"C:\ct\ct\src\lib\services\ticket-service.ts","SERVICE","scoreSlaPolicyMatch, pickBestSlaPolicy, computeSlaDeadline, createTicket, updateTicket, checkTicketSlaBreaches, checkTicketEscalations, createSlaPolicy, createEscalationRule, createTicketFromEmailIntelligenceItem, submitTicketSurveyByToken, createFieldServiceDispatch +12 more","Support / ticketing (ITSM)","The SLA engine: scores and picks the best-matching SLA policy by team/priority/category specificity, computes a deadline in BUSINESS hours from a weekly-hours schedule, then sweeps for breaches and fires escalation rules. Also CSAT/NPS surveys, field dispatches and problem records.","orgId+userId; ticket subject/priority/category/team; SLA policy hours + business-hours schedule; escalation rules; survey token","tickets wrapping a conversations row; slaDeadline timestamps; ticket_escalation_events; {breached}/{escalated} counts; surveys, dispatches, problem links","tickets, conversations, conversation_participants, messages, notifications, users, sla_policies, escalation_rules, ticket_escalation_events, business_hours_schedules, ticket_teams, ticket_satisfaction_surveys, field_service_dispatches, problem_records/problem_tickets, installed_products, email_intelligence_items","/api/tickets*, /api/sla-policies, /api/escalation-rules, /api/business-hours-schedules, /api/field-service-dispatches/[dispatchId], /api/guest-chat/[token]/survey, /api/email-intelligence/[id]/promote-to-ticket; work-dashboard-service.ts"
"C:\ct\ct\src\lib\services\timesheet-review-task-service.ts","SERVICE","TIMESHEET_REVIEW_FUNCTION_ID, TIMESHEET_REVIEW_CHAIN_STEPS, TIMESHEET_RETURNED_FUNCTION_ID, formatShortDay, buildTimesheetReviewDetail, openTimesheetReviewTask, openTimesheetReturnedTask, closeTimesheetReviewTask, closeTimesheetReturnedTask, recordTimesheetDecisionTasks","PMS / timesheets (Task Master rows)","Mints and closes the Task Master row for a submitted timesheet: composes the exact rendered sentence ('Review Timesheet > Approve - 3.00 h, #12 Joinery shop drawings, Priya, 2 Sep') from hours, issue number, worker and short day, in its own transaction (never nested).","orgId(+userId); timeEntryId, hours, issue number/title, worker name, spentOn date; approve/reject decision","submissions + pipeline_tasks rows opened for the project's PMs and closed on decision; TimesheetDecisionTasks summary","compliance.submissions, compliance.pipeline_tasks","/api/v1/projexa/timesheets/{submit-day,review-day,[id]/submit,[id]/approve,[id]/reject}"
"C:\ct\ct\src\lib\services\token-usage-service.ts","SERVICE","logTokenUsage, getPlatformMonthlyForecast, getTokenUsageSummary, getOrgUsageForPeriod (+ types LogTokenUsageInput, TokenUsageSummary, OrgUsageForPeriod)","Finance / AI spend ledger","The unified AI token/cost ledger across AI-Team internal and product Orchestra spend: converts LLMUsage into USD via estimateCostUsd/estimateCostBreakdownUsd plus cache savings, aggregates per model/provider/org, and projects month-end spend from month-to-date.","scope, model, provider, prompt/completion tokens, cached tokens, orgId; sinceDays window; period start/end","token_usage_ledger rows; TokenUsageSummary (per-model and per-org rows, totals, cache savings); SpendForecast; OrgUsageForPeriod for billing","token_usage_ledger, organisations","/api/ai/team/log-usage; /api/ai/team/token-usage; lib/ai-team/team-service.ts; lib/prompt-cache/metrics.ts; platform-billing-service.ts; role-quality-regression-service.ts"
