"Component_File_Path","Kind","Module","Renders_Screen_Type","Key_Props","Purpose"
"src/components/PolicyCreateClient.tsx","CREATE","GRC / Policies","kit ObjectScreen","(none)","/grc/policies/new. Replaced GrcClient's 'Draft Policy' Dialog."
"src/components/PolicyObjectClient.tsx","OBJECT","GRC / Policies","kit ObjectScreen","policyId","/grc/policies/[id]. First UI entry point for updatePolicy(action:'edit') plus the maker-checker Request Publish."
"src/components/PrimarySubmit.tsx","WIDGET","Shared / forms","n/a","missing, submitting, submittingLabel, onClick, children","Kills the fail-after-click pattern: the primary states what is missing rather than being a dead no-op."
"src/components/ProcurementClient.tsx","LIST","Procurement","none (bespoke tabs)","initialTab","/procurement tabs across requisitions, RFQs, supplier quotations, POs and goods receipts."
"src/components/ProjectBreadcrumb.tsx","WIDGET","Shared / page chrome","n/a","module, moduleHref, trail, backHref, backLabel","'{Project} / {Module}' from the one ProjectContext -- it takes no project prop, so rail and breadcrumb cannot disagree."
"src/components/ProjectCreateClient.tsx","CREATE","Projects","kit ObjectScreen","products, productsError","/projects/new. The retired CreateProjectDialog's form contents rehoused on the create archetype. Exports fieldForProjectError."
"src/components/ProjectLoadError.tsx","WIDGET","Shared / errors","n/a","message","Server-component project-resolution failure card used by 11 module pages, replacing an inert red box."
"src/components/ProjectRequiredCard.tsx","WIDGET","Shared / project scope","n/a","module","What a per-project module shows under 'All projects': a chooser card instead of silently resolving projects[0]."
"src/components/ProjectsListClient.tsx","LIST","Projects","kit ListScreen + ScreenFrame","(none)","/projects. The Projects list PROJEXA never had (previously only a home table and a rail switcher)."
"src/components/ProjectsOverviewClient.tsx","LIST","Projects / Overview","none (bespoke; kit ScreenColumn type)","bars, errorMessage, labels","Project progress bars; its empty state now routes to /projects/new with the same control wording as the home screen."
"src/components/ProjectSwitcher.tsx","WIDGET","Shared / project scope","n/a","pathname, projectId","Carries the chosen project as ?projectId= in the URL (shareable, refresh-safe) for the 17 project-scoped pages."
"src/components/PunchListClient.tsx","LIST","Punch List","none (bespoke)","projectId","/punch-list. Rows route to a real object page and New Item to a real create screen instead of inline Mark Done/Verify."
"src/components/PunchListCreateClient.tsx","CREATE","Punch List","kit ObjectScreen","projectId","/punch-list/new. Also asks for priority, which createPunchListItem() always accepted."
"src/components/PunchListObjectClient.tsx","OBJECT","Punch List","kit ObjectScreen","itemId","/punch-list/[id]. getPunchListItem() created for it; the two real transitions (Mark Done -> Verify & Close) moved here."
"src/components/PurchaseOrderCreateClient.tsx","CREATE","Purchase Orders","kit ObjectScreen","(none)","/purchase-orders/new. Posts to the same /api/purchase-orders and redirects to Procurement's existing PO object page."
"src/components/PurchaseOrderObjectClient.tsx","OBJECT","Procurement / Purchase Orders","kit ObjectScreen","poId","/procurement/purchase-orders/[id]. getPurchaseOrder() had no GET route until this; Edit and Delete added in R80 GAP-6."
"src/components/PurchaseOrdersClient.tsx","LIST","Purchase Orders","none (bespoke)","(none)","/purchase-orders list with the shared company selector; multi-currency buying. Consolidate hidden for a flat list."
"src/components/QuotationCreateClient.tsx","CREATE","Procurement / Supplier Quotations","kit ObjectScreen","(none)","/procurement/quotations/new. R80 GAP-7 made items genuinely multi-line. No object page (no getSupplierQuotation)."
"src/components/QuotationsClient.tsx","LIST","Sales / Quotations","none (bespoke)","(none)","/quotations sales-quotation list with the shared company selector; New Quotation routes to a real create screen."
"src/components/RecruitmentClient.tsx","LIST","Recruitment","none (bespoke tabs)","initialTab","/recruitment. Openings, candidates and applications tabs; all three dialogs replaced by real create screens."
"src/components/report-format.ts","OTHER","Reports & Analysis","n/a","n/a (pure module)","One money/percent/date format and field grouping for the Project Status card. Exports REPORT_FIELD_GROUPS, formatReportValue, reportFieldType."
"src/components/ReportCatalogRunner.tsx","OTHER","Reports & Analysis","none (bespoke)","definitionId, supportsCompanyScope, companies, projectId, subject","Run-and-see panel for one report_definitions entry via POST /api/reports/definitions/[id]/run. Exports emptyResultSentence."
"src/components/ReportCatalogSection.tsx","LIST","Reports & Analysis","none (bespoke)","projectId, onOpenProjectReport","Org-scoped browse/search/run surface over the ~230-entry report catalog. Exports NOT_AVAILABLE_HERE, RUNS_HERE_BADGE."
"src/components/ReportOutput.tsx","WIDGET","Reports & Analysis","n/a","data, fieldLabels, fieldFormatters, omitKeys","Generic renderer for arbitrary report and Copilot tool payloads; still the right component where no schema is declared."
"src/components/ReportsClient.tsx","LIST","Reports & Analysis","none (bespoke; kit ScreenColumn type)","projectId, projectName, registryColumns","/reports composed index: what renders a report, what it takes, whether it exports, and its opening parameters."
"src/components/RequisitionCreateClient.tsx","CREATE","Procurement / Requisitions","kit ObjectScreen","(none)","/procurement/requisitions/new. R80 GAP-7 made items multi-line (was one hardcoded description/quantity)."
"src/components/RequisitionObjectClient.tsx","OBJECT","Procurement / Requisitions","kit ObjectScreen","requisitionId","/procurement/requisitions/[id]. Real detail over the pre-existing getPurchaseRequisition; no generic Edit/Delete."
"src/components/RfiCreateClient.tsx","CREATE","RFIs","kit ObjectScreen","projectId","/rfis/new. Also surfaces dueDate, which createRfi() always accepted."
"src/components/RfiObjectClient.tsx","OBJECT","RFIs","kit ObjectScreen","rfiId","/rfis/[id]. getRfi() created for it; the Answer dialog became a real inline form. Only answer/close transitions."
"src/components/RfisClient.tsx","LIST","RFIs","none (bespoke)","projectId","/rfis list; rows route to /rfis/[id] and New RFI to /rfis/new instead of inline buttons and an Answer Dialog."
"src/components/RfqCreateClient.tsx","CREATE","Procurement / RFQs","kit ObjectScreen","(none)","/procurement/rfqs/new. R80 GAP-7 made items multi-line to match the already multi-select vendor list."
"src/components/RfqObjectClient.tsx","OBJECT","Procurement / RFQs","kit ObjectScreen","rfqId","/procurement/rfqs/[id]. getRfq() created for it; also renders the real ranked quotation comparison."
"src/components/RiskCreateClient.tsx","CREATE","GRC / Risks","kit ObjectScreen","(none)","/grc/risks/new. Replaced GrcClient's 'Log Risk' Dialog."
"src/components/RiskObjectClient.tsx","OBJECT","GRC / Risks","kit ObjectScreen","riskId","/grc/risks/[id]. Adds the missing detail view; no Edit (only status and linked-controls exist server-side)."
"src/components/RosterCreateClient.tsx","CREATE","Labour / Roster","local CreateScreen","projectId","/labour/new -- the screen the audit named as the model create form ('Save (Name, Daily Rate)' disabled-with-reason)."
"src/components/RosterFields.tsx","FORM","Labour / Roster","n/a","values, onChange, vendors, trades, currency, touched, onBlurField","The roster's fields written once for both the create screen and the object page's edit mode. Exports useTrades."
"src/components/RosterImportClient.tsx","CREATE","Labour / Roster","KitObjectScreen fork","projectId","/labour/import bulk roster load; the preview comes from the same server parse (?dryRun=1) as the real import."
"src/components/RosterObjectClient.tsx","OBJECT","Labour / Roster","KitObjectScreen fork","rosterId, createdNotice","/labour/[id]. First roster-entry detail/edit; updateRosterEntry() created for it; destructive word corrected to Deactivate."
"src/components/SalaryComponentCreateClient.tsx","CREATE","Payroll / Components","kit ObjectScreen","(none)","/payroll/components/new. Create-only: no get/update for a salary component."
"src/components/SalaryStructureCreateClient.tsx","CREATE","Payroll / Structures","kit ObjectScreen","(none)","/payroll/structures/new. Create-only: no get/update for a salary structure."
"src/components/SalesDashboardClient.tsx","OTHER","Sales","none (bespoke)","(none)","/sales overview: leads/opportunities counts, stage values, win rate, open pipeline value and overdue follow-ups."
"src/components/SalesOrderCreateClient.tsx","CREATE","Sales Orders","kit ObjectScreen","(none)","/sales-orders/new. Replaced SalesOrdersClient's dialog, same fields."
"src/components/SalesOrderObjectClient.tsx","OBJECT","Sales Orders","kit ObjectScreen","salesOrderId","/sales-orders/[id]. Line items with deliveredQuantity plus a real Document Flow section (SAP VBFA-style)."
"src/components/SalesOrdersClient.tsx","LIST","Sales Orders","none (bespoke)","(none)","/sales-orders list with the shared company selector; consolidate hidden for a flat list."
"src/components/SalesQuotationCreateClient.tsx","CREATE","Sales / Quotations","kit ObjectScreen","(none)","/quotations/new. Replaced QuotationsClient's 'New Quotation' Dialog, same fields."
"src/components/SalesQuotationObjectClient.tsx","OBJECT","Sales / Quotations","kit ObjectScreen","quotationId","/quotations/[id] for erp_quotations (distinct from supplier quotations); getQuotation() created for it."
"src/components/ScheduleBoardClient.tsx","LIST","Schedule / Board","none (bespoke)","projectId","Schedule Board tab: skeleton in the real shape with a waiting caption, plus data-state/aria-busy for latency measurement."
"src/components/ScheduleGanttClient.tsx","LIST","Schedule / Gantt","none (bespoke; kit ScreenColumn type)","projectId, registryColumns, initialGantt, titleFilter, onMessage, today","Gantt tab with baselines; exports NEEDS_PM_ROLE, BASELINE_NAME_REQUIRED, baselineSaveLabel."
"src/components/ScheduleImportClient.tsx","CREATE","Schedule / Import","local ImportScreen","projectId","/schedule/import programme spreadsheet import; D-48 built the real endpoint, D-68 moved it onto the shared ImportScreen."
"src/components/ScheduleSprintCreateClient.tsx","CREATE","Schedule / Sprints","kit ObjectScreen","projectId","/schedule/sprints/new. Replaced ScheduleSprintsClient's 'New Sprint' Dialog."
"src/components/ScheduleSprintsClient.tsx","LIST","Schedule / Sprints","none (bespoke)","projectId","Sprints tab with a real-shape skeleton, waiting caption and data-state/aria-busy on the region."
"src/components/ScheduleTabsClient.tsx","SHELL","Schedule","none (bespoke)","projectId, projectName, initialTab, initialQuery, highlightEntryId, timelineColumns, initialGantt","/schedule tab host. Exports NO_ACTIVITIES_TO_FILTER, NO_ACTIVITIES_TO_EXPORT, IMPORT_UNAVAILABLE_REASON."
"src/components/ScheduleTaskCreateClient.tsx","CREATE","Schedule / Tasks","local CreateScreen","projectId","/schedule/tasks/new. A failed lookup reaches the form as a banner with Retry and as the primary's disabled reason."
"src/components/ScheduleTaskObjectClient.tsx","OBJECT","Schedule / Tasks","KitObjectScreen fork","taskId, backTo, createdNumber","/schedule/tasks/[id]. First detail/edit for pms_issues; Delete maps to the existing isArchived soft-delete."
"src/components/ScheduleTimesheetClient.tsx","LIST","Schedule / Timesheet","none (bespoke)","projectId, projectName, highlightEntryId, onMessage","Timesheet tab with a real-shape skeleton, waiting caption and data-state/aria-busy on the region."
"src/components/ScopeClient.tsx","LIST","Scope (BOQ)","none (bespoke; kit ScreenColumn type)","projectId, projectName, listColumns, initial","/scope revision list, server-seeded; the per-revision compare fan-out was removed. Exports formatDeltaPct."
"src/components/ScopeCompareClient.tsx","OTHER","Scope (BOQ)","kit CompareScreen + ScreenFrame","boqId, compareColumns","/scope/[id]/compare. Pure-display compare with an 'Against' selector; wraps ScreenFrame, not ObjectScreen."
"src/components/ScopeCreateClient.tsx","CREATE","Scope (BOQ)","local CreateScreen","projectId","/scope/new. A BOQ is created in one shot with its full line-item set, so there is no draft lifecycle to autosave."
"src/components/ScopeImportClient.tsx","CREATE","Scope (BOQ)","KitObjectScreen fork","projectId","/scope/import. Screen over the already-shipped BOQ importer; preview comes from the same server parse (?dryRun=1)."
"src/components/ScopeObjectClient.tsx","OBJECT","Scope (BOQ)","KitObjectScreen fork","boqId, importedNotice, attachedFileName","/scope/[id]. The BOQ object page replacing the old 'View' Dialog; Back preserves ?projectId=, Delete gated on the backend."
"src/components/ScopeReviseClient.tsx","CREATE","Scope (BOQ)","KitObjectScreen fork","boqId","/scope/[id]/revise. Seeds the form from the current BOQ's line items; disabled-with-reason primary."
"src/components/ScreenLoading.tsx","WIDGET","Shared / loading","n/a","entity, rows, columns","The Suspense fallback a module page hands to <Suspense> while its server-side VERIDIAN read is in flight."
"src/components/search-command.tsx","WIDGET","App shell / search","n/a","(none)","Cmd+K / Ctrl+K command palette, keyword mode only, grouped over PROJEXA's real entities. Exports SearchTrigger."
"src/components/SearchSelect.tsx","FORM","Shared / pickers","n/a","ariaLabel, value, onChange, options, placeholder, emptyText, onQueryChange, loading, disabled, className","One searchable picker (people picker and BOQ line picker are the same control). Exports filterLocally."
"src/components/ServiceWorkerRegister.tsx","OTHER","App shell","n/a","(none)","Registers /sw.js from a client component; mounted once in the root layout so it is live on every route."
"src/components/SettingsClient.tsx","OTHER","Settings","none (bespoke)","(none)","/settings surface; imports the import-free roles.ts so the role vocabulary is usable from a client component."
"src/components/SiteDiaryClient.tsx","LIST","Site Diary","none (bespoke)","projectId","/site-diary list; rows route to a real object page and New Entry to a real create screen."
"src/components/SiteDiaryCreateClient.tsx","CREATE","Site Diary","kit ObjectScreen","projectId","/site-diary/new. Also asks for visitors / materialReceived / remarks, which createSiteDiary() always accepted."
"src/components/SiteDiaryObjectClient.tsx","OBJECT","Site Diary","kit ObjectScreen","diaryId","/site-diary/[id]. getSiteDiary() created for it; write-once daily log so no Edit/Delete."
"src/components/SkeletonTable.tsx","WIDGET","Shared / loading","n/a","headers, rows, caption","Skeleton built from the same columns array the real table uses, so the card does not jump when rows land."
"src/components/StatusChip.tsx","WIDGET","Shared / status","n/a","label, filled, tone","A status is a glyph AND a word, never colour alone; the glyph differs in shape, not only hue."
"src/components/StatutoryRuleCreateClient.tsx","CREATE","Payroll / Statutory Rules","kit ObjectScreen","(none)","/payroll/statutory-rules/new. Create-only: no get/update for a statutory rule."
"src/components/StockEntryCreateClient.tsx","CREATE","Inventory / Stock Entries","kit ObjectScreen","(none)","/inventory/stock-entries/new. Write-once stock ledger entry, so no object page."
"src/components/SubmittalCreateClient.tsx","CREATE","Submittals","kit ObjectScreen","projectId","/submittals/new. Also asks for type and dueDate, which createSubmittal() always accepted."
"src/components/SubmittalObjectClient.tsx","OBJECT","Submittals","kit ObjectScreen","submittalId","/submittals/[id]. getSubmittal() created for it; the Review dialog became a real inline action bar with the same PATCH shape."
"src/components/SubmittalsClient.tsx","LIST","Submittals","none (bespoke)","projectId","/submittals list; rows route to a real object page, New Submittal to a real create screen."
"src/components/TableLoadingRows.tsx","WIDGET","Shared / loading","n/a","headers, rows, caption, delayMs","Renders the real (registry-resolved or fallback) column headers above grey rows of the right height instead of a spinner."
"src/components/theme-toggle.tsx","WIDGET","App shell","n/a","(none)","next-themes light/dark toggle, hydration-safe via useSyncExternalStore."
"src/components/VendorCreateClient.tsx","CREATE","Vendors","kit ObjectScreen","(none)","/vendors/new. Replaced VendorsClient's 'New Vendor' Dialog."
"src/components/VendorObjectClient.tsx","OBJECT","Vendors","KitObjectScreen fork","vendorId","/vendors/[id]. First consumer of the Vendor Master feature set (banking, qualification review, sanction screening, portal)."
"src/components/VendorRiskCreateClient.tsx","CREATE","GRC / Vendor Risk","kit ObjectScreen","(none)","/grc/vendors/new. No object page: no get/update-single for vendor-risk profiles, and an unresolved naming overlap with /api/vendors."
"src/components/VendorsClient.tsx","LIST","Vendors","none (bespoke)","(none)","/vendors list; rows now route to a real object page -- this module previously had no detail view at all."
"src/components/WarehouseCreateClient.tsx","CREATE","Inventory / Warehouses","kit ObjectScreen","(none)","/inventory/warehouses/new. Create-only: no getWarehouse/updateWarehouse server-side."
"src/components/WikiClient.tsx","LIST","Wiki","none (bespoke)","projectId","/wiki per-project pages over pms-wiki-service; rows route to a real object page, New Page to a real create screen."
"src/components/WikiCreateClient.tsx","CREATE","Wiki","kit ObjectScreen","projectId","/wiki/new. createWikiPage() genuinely works via the shared API key (it degrades updatedById to null)."
"src/components/WikiObjectClient.tsx","OBJECT","Wiki","kit ObjectScreen","pageId","/wiki/[id]. getWikiPage() created for it; corrects a stale disclosure banner about session-blocked saves."
"src/components/WorkProgressAnalyticalClient.tsx","OTHER","Work Progress","kit AnalyticalScreen (+ ListScreen)","projectId, projectName","Work Progress analytical tab; the serial /api/scope tail was removed since VERIDIAN now sends activityName/boqItemCode. Exports KPI_CAPTION."
"src/components/WorkProgressFormClient.tsx","FORM","Work Progress","kit FormScreen","projectId, onLogged, activities","The Work Progress entry form, written out rather than generated, so field order/labels/hints read as a site engineer thinks."
"src/components/WorkProgressListClient.tsx","LIST","Work Progress","kit ListScreen + ScreenFrame","entries, notice, activityNameById, status, error, onRetry, loadedAt, startedAt, projectId, projectName, framed","Work Progress entries table; the four-call serial read that filled one BOQ column was removed."
"src/components/WorkProgressObjectClient.tsx","OBJECT","Work Progress","KitObjectScreen fork","entryId, justLogged","/work-progress/[id]. Closes create-only Work Progress: open, correct, delete an entry and see the uploaded photo."
"src/components/WorkProgressPageClient.tsx","SHELL","Work Progress","none (bespoke)","projectId, projectName, notice","/work-progress page host tying the form, list and notices together after the serial-read rewrite."
"src/components/WorkProgressReportClient.tsx","OTHER","Work Progress / Report","none (bespoke)","projectId, projectName, projectStartDate, initialParams","The Work Progress Report: scope tables, category filter group, tie checks, BOQ line links. 'Run Report' fills the control strip first."
"src/components/WorkspaceConnectionCard.tsx","WIDGET","Settings / Org repair","none (bespoke)","canRepair","The UI half of POST /api/org/repair for a half-provisioned tenant; quiet (one line, no button) when everything is fine."
"src/components/charts/GroupedBarChart.tsx","WIDGET","Charts","n/a","groups, series, title, moneyPrefix, onGroupClick, emptyLabel","Three-bars-per-project grouped bar chart with axis and tooltip -- the kit's single-series BarChart cannot do this. Exports axisTicks."
"src/components/dashboard/DashboardFilterDrawer.tsx","WIDGET","Dashboard","n/a","(none captured)","The Company/Department/date-range Filter drawer that replaced /dashboard/hierarchy as a destination. Exports DASHBOARD_FILTER_PARAMS, buildDashboardFilterQuery."
"src/components/dashboard/ProjectRow.tsx","WIDGET","Dashboard","n/a","project, money, onOpen, onPrefetch, today | projects, money, today | rows","The home dashboard's project row: name, % bar, money, second percentage, status word. Exports ProjectRowList, NoProjectsRow, ProjectRowSkeleton, projectHref."
"src/components/marketing/ContactForm.tsx","FORM","Marketing site","n/a","sourcePage","'Talk to an Engineer' capture wired to POST /api/contact -> contact_requests; deliberately does not claim to send a confirmation email."
"src/components/marketing/CopilotSpotlight.tsx","OTHER","Marketing site","n/a","locale","Landing-page section spotlighting the AI Copilot, locale-threaded."
"src/components/marketing/FinalCTA.tsx","OTHER","Marketing site","n/a","locale, sourcePage","Closing call-to-action section, tagged with the page it was submitted from."
"src/components/marketing/Hero.tsx","OTHER","Marketing site","n/a","locale","Two-column hero with a static dashboard-preview mockup -- deliberately not a chat-bubble UI."
"src/components/marketing/LandingPage.tsx","OTHER","Marketing site","n/a","locale","The landing page body rendered by both / (en) and /hi; locale threaded explicitly because the pages are prerendered."
"src/components/marketing/marketing-locale.ts","OTHER","Marketing site","n/a","locale (MarketingLocaleProps)","The explicit-locale prop contract every marketing Server Component takes, since ambient locale cannot work under static rendering."
"src/components/marketing/MarketingFooter.tsx","OTHER","Marketing site","n/a","locale","Shared marketing footer for the landing and how-it-works pages."
"src/components/marketing/MarketingHeader.tsx","SHELL","Marketing site","n/a","(none)","Shared marketing header; owner-fixed order and 8 labels, anchors rewritten to /#id when rendered off '/'."
"src/components/marketing/MarketingLocaleProvider.tsx","OTHER","Marketing site","n/a","locale, children","Client half of a per-locale marketing document: mounts NextIntlClientProvider for MarketingHeader and ContactForm."
"src/components/marketing/ModuleCatalogSection.tsx","OTHER","Marketing site","n/a","locale","Module catalog section; every entry was verified against real (app) route folders and AppSidebar nav labels."
"src/components/marketing/ProblemSection.tsx","OTHER","Marketing site","n/a","locale","'The problem' narrative section of the landing page."
"src/components/marketing/Reveal.tsx","WIDGET","Marketing site","n/a","children, className, delay, id","IntersectionObserver scroll-reveal with no animation library; the visible state is the server default so content is never hidden."
"src/components/marketing/ROISection.tsx","OTHER","Marketing site","n/a","locale","ROI narrative section of the landing page."
"src/components/marketing/SelfCoordinationSection.tsx","OTHER","Marketing site","n/a","locale","Comparison section behind the 'Self Coordination' nav item: what a self-coordinating AI OS means vs a chatbot or an apps platform."
"src/components/marketing/SolutionSection.tsx","OTHER","Marketing site","n/a","locale","'The solution' narrative section of the landing page."
"src/components/marketing/ValueSection.tsx","OTHER","Marketing site","n/a","locale","Value-proposition section of the landing page."
"src/components/marketing/how-it-works/ArchitectureDiagram.tsx","WIDGET","Marketing site / How it works","n/a","locale","CSS-only hub-and-spoke diagram: VERIDIAN AI OS at the centre with the 8 real module categories from the catalog as spokes."
"src/components/marketing/how-it-works/ChangeOrderTrace.tsx","OTHER","Marketing site / How it works","n/a","locale","Traced change-order example verified against the real signature-status route and ChangeOrdersClient; nothing aspirational."
"src/components/marketing/how-it-works/FactsRow.tsx","OTHER","Marketing site / How it works","n/a","locale","Row of headline facts on the how-it-works page."
"src/components/marketing/how-it-works/HowItWorksContent.tsx","OTHER","Marketing site / How it works","n/a","locale","The /how-it-works body, lifted out of the page so en and hi are one page rendered twice."
"src/components/marketing/how-it-works/HowItWorksHero.tsx","OTHER","Marketing site / How it works","n/a","locale","Hero block of the how-it-works page."
"src/components/reports/pivot-utils.ts","OTHER","Reports & Analysis","n/a","n/a (pure module)","The only place row/column/value grouping happens. Exports computePivot, computeChartData, inferColumnTypes, chartDefaults, filterRowsByCategory."
"src/components/reports/PivotTable.tsx","WIDGET","Reports & Analysis","n/a","columns, rows","Client-side pivot over an already-executed report result; a thin wrapper around pivot-utils."
"src/components/reports/ProjectStatusCard.tsx","WIDGET","Reports & Analysis","n/a","data, format, financialsRedacted","The Project Status figures in bands, one money format, raw cuid removed, both percentages explained."
"src/components/reports/ReportChart.tsx","WIDGET","Reports & Analysis","n/a","columns, rows, selectedCategory, onSelectCategory","Chart tab that infers what each column is and opens on a readable pairing. Exports SHARE_MAX_CATEGORIES, SHARE_TOGGLE_LABEL."
"src/components/reports/ReportDocument.tsx","WIDGET","Reports & Analysis","n/a","schema, payload, format, emptyMessage, emptyAction, onTieMessage","The one schema-driven report document (columns, order, labels, alignment, decimals, bands, subtotals, links). Exports ReportTotalsBanner."
"src/components/reports/ReportFilters.tsx","FORM","Reports & Analysis","n/a","onChange, initialStartDate, initialEndDate","Hand-written report parameter controls, because report_definitions rows carry no formal per-row parameter schema."
"src/components/reports/ReportResultView.tsx","WIDGET","Reports & Analysis","n/a","result","Table / Pivot / Chart view switcher over one {columns, rows} report execution result."
"src/components/reports/ReportTableView.tsx","WIDGET","Reports & Analysis","n/a","table, orgMoney","One renderer for every report VERIDIAN serves, replacing ReportOutput's raw-JSON-key grid for the 12 schema-less reports."
"src/components/reports/SortedBarList.tsx","WIDGET","Reports & Analysis","n/a","bars, title, emptyMessage, onSelect, selectedKey","A sorted horizontal bar list with click-to-filter, and never a pie. Exports sortBars, barWidth."
"src/components/screens/CreateScreen.tsx","OTHER","Screen archetypes","local CreateScreen (this file IS the archetype)","module, moduleHref, objectLabel, title, fields, values, onChange, files, onFileChange, extraMissing, banner, failure, onRetry, saving, saved, onSubmit, onCancel, secondaryAction, money","PROJEXA's own create archetype (a fork rather than a kit change, decision D-09). 8 create screens import it."
"src/components/screens/DashboardScreen.tsx","OTHER","Screen archetypes","local DashboardScreen fork (renders local ScreenFrame)","breadcrumb, oneNumber, secondaryKpis, trendColumn, breakdownColumn, linkList, recentActivity, filterAction, exportAction, newAction","Fork of the kit's DashboardScreen; only DashboardProjectClient imports it."
"src/components/screens/KitObjectScreen.tsx","OTHER","Screen archetypes","KitObjectScreen fork (this file IS the fork)","loading, breadcrumb, title, subtitle, headerStatus, headerActions, facets, documentFlow, mode, hasDraft, lockedByOther, onEdit, onSave, onCancel, onDelete, onBack, deleteLabel, secondaryAction, saveDisabledReason, onAutosave, messages, children | loading, breadcrumb, label, actions, facetCount, onBack","Verbatim fork of the kit's ObjectScreen plus a frame-first `loading` variant and deleteLabel/secondaryAction. 16 components + 7 loading.tsx files use it."
"src/components/screens/KpiCard.tsx","WIDGET","Screen archetypes","n/a","label, value, trend, baseline, visual, size, onClick, bare","Fork of the kit's KpiCard; the one behavioural difference is how `trend` is treated. Imported only by DashboardKpiTile."
"src/components/screens/ObjectScreen.tsx","OTHER","Screen archetypes","local ObjectScreen (ZERO importers -- dead archetype)","module, moduleHref, objectLabel, title, facets, onEdit, onDelete, footerMessage, autosave, error, children","Lane D0's PROJEXA-native display-first object archetype (Edit | Delete | Back, inline confirm, persistent footer). Verified: nothing in src/ imports it."
"src/components/screens/ProjexaLinkListCard.tsx","WIDGET","Screen archetypes","n/a","title, items","Fork of the kit's LinkListCard using real <a> links instead of buttons, so entries can be middle-clicked. Used by /analysis."
"src/components/screens/ScreenFrame.tsx","OTHER","Screen archetypes","kit ScreenFrame (forked here)","breadcrumb, filterAction, exportAction, newAction, headerMessageStrip, footerActions, messages, onMessageClick","Fork of the kit's ScreenFrame; only screens/DashboardScreen.tsx imports it, so ~50 other screens are unaffected."
"src/components/shell/AccountMenu.tsx","SHELL","App shell (M24)","n/a","email","The account control for the M24 top rail, extracted from AppTopbar which M24 no longer renders."
"src/components/shell/AnswerBlock.tsx","SHELL","App shell (M24) / composer","n/a","heading, rows, emptyText, onOpenRow, link","How composer band 2 answers a question: rows first, one sentence above them, prose never instead of the list."
"src/components/shell/AppShell.tsx","SHELL","App shell (M24)","n/a","topRail, taskMaster, children, composer, composerReserveExtra, chainRail, taskMasterExpanded","Fork of the kit's AppShell for the owner-directed composer relocation. Exports LEFT_PANE_PERCENT."
"src/components/shell/ChainDoor.tsx","SHELL","App shell (M24) / composer","n/a","doorId, projectId, disabledReason, className, children","Wraps whatever a page already draws (a card, a KPI, a table cell) and makes the wrapper a chain door."
"src/components/shell/ChainOptionsPanel.tsx","SHELL","App shell (M24) / composer","n/a","level, selectedId, onAdvance, onEmptyAction, loading, loadingLegend, error, onRetry, selectedIds, onToggle, uncheckedWord, secondary, countLine, bestFirstQuery, previewLimit, previewNoun","Band 2 of the composer where the chain is built; the mount for the kit's previously-unused OptionChain."
"src/components/shell/ChainRail.tsx","SHELL","App shell (M24)","n/a","chain, onCutFrom, onBack","The ERP (right) pane's half of the composer chain, merged into the right panel's top rail per the frozen mock."
"src/components/shell/Composer.tsx","SHELL","App shell (M24) / composer","n/a","chain, onCutFrom, onSegmentClick, onBack, onHome, onReset, instruction, sendLabel, canSend, errorMessage, busy, loaded, allModulesExpanded, onToggleAllModules, onToggleTasks, tasksExpanded, messages, conversation, pills, examples, value, onChange, onSubmit, placeholder, attachSlot, fieldsSlot, textareaRef, onHeightChange","PROJEXA's fork of the kit's shell Composer (decision D-09)."
"src/components/shell/ConfirmCard.tsx","SHELL","App shell (M24) / composer","n/a","title, fields, primaryLabel, primaryDisabledReason, onPrimary, secondaryLabel, onSecondary, tertiaryLabel, onTertiary, busy, error","The card band 2 shows before anything is written; enforces 'nothing is written until the primary is pressed'."
"src/components/shell/ControlStrip.tsx","SHELL","App shell (M24) / composer","n/a","chain, onCutFrom, onSegmentClick, onBack, onHome, onReset, prompt, loaded, allModulesExpanded, onToggleAllModules, onToggleTasks, tasksExpanded","PROJEXA's fork of the kit's shell ControlStrip."
"src/components/shell/ConversationBand.tsx","SHELL","App shell (M24) / composer","n/a","turns, currentProjectId, projectNameById, sending, onOpen, onDismissTurn, children","Band 2 rendered: the user's sentence as a right-hand bubble and the answer beneath it."
"src/components/shell/DropZone.tsx","FORM","App shell (M24) / composer","n/a","policy, files, onAdd, onRemove, onCancel, storageError, onRetry, disabled","The attach control filling the kit Composer's long-empty attachSlot, so a file no longer requires finding a module's create form."
"src/components/shell/M24Shell.tsx","SHELL","App shell (M24)","none (composes shell parts)","children","The M24 shell: the left rail is deleted, HOME is the grouped module directory in the right pane, and all 53 routes render inside it."
"src/components/shell/ModuleDirectory.tsx","SHELL","App shell (M24) / Home","n/a","projectId","HOME as the grouped module directory -- the thing that made deleting the left rail possible."
"src/components/shell/OptionChain.tsx","SHELL","App shell (M24) / composer","n/a","legend, options, kind, selectedId, onAdvance, multi, selectedIds, onToggle, groups, uncheckedWord, secondary, searchBy, countLine, bestFirstQuery, previewLimit, previewNoun","Fork of the kit's OptionChain adding grouped multi-select, search and preview counts (WS-C C-08)."
