"Route_Path","Page_File_Path","Auth_Required","Renders_Component","Module_Id_If_Catalogued","Screen_Kind","Data_Source_API","Purpose"
"/purchase-orders/new","C:\ct\projexa\src\app\(app)\purchase-orders\new\page.tsx","YES","PurchaseOrderCreateClient","procurement","CREATE","/api/purchase-orders, /api/companies, /api/vendors","Create a purchase order from the standalone PO module."
"/purchase-orders","C:\ct\projexa\src\app\(app)\purchase-orders\page.tsx","YES","PurchaseOrdersClient, PageHeading","procurement","LIST","/api/purchase-orders{qs}, /api/companies, /api/vendors","Purchase-order register; its object page is reused from /procurement/purchase-orders/[id]."
"/quotations/[id]","C:\ct\projexa\src\app\(app)\quotations\[id]\page.tsx","YES","SalesQuotationObjectClient","quotations","OBJECT","/api/quotations/{id}, /.../revisions, /.../convert, /.../pdf","One sales quotation: revisions, convert-to-order and PDF."
"/quotations/new","C:\ct\projexa\src\app\(app)\quotations\new\page.tsx","YES","SalesQuotationCreateClient","quotations","CREATE","/api/quotations, /api/customers, /api/companies, /api/projects","Create a sales quotation."
"/quotations","C:\ct\projexa\src\app\(app)\quotations\page.tsx","YES","QuotationsClient, PageHeading","quotations","LIST","/api/quotations, /api/companies","Sales quotation register."
"/recruitment/applications/[id]","C:\ct\projexa\src\app\(app)\recruitment\applications\[id]\page.tsx","YES","ApplicationObjectClient","recruitment","OBJECT","/api/recruitment/applications/{id}, /.../stage, /.../interviews, /.../hire, /api/recruitment/interviews/{id}/feedback, /api/recruitment/candidates, /api/recruitment/job-openings/{id}, /api/employees","One job application through stages, interviews, feedback and hire."
"/recruitment/applications/new","C:\ct\projexa\src\app\(app)\recruitment\applications\new\page.tsx","YES","ApplicationCreateClient","recruitment","CREATE","/api/recruitment/applications, /api/recruitment/candidates, /api/recruitment/job-openings","Log an application of a candidate to an opening."
"/recruitment/candidates/new","C:\ct\projexa\src\app\(app)\recruitment\candidates\new\page.tsx","YES","CandidateCreateClient","recruitment","CREATE","/api/recruitment/candidates","Add a candidate."
"/recruitment/openings/[id]","C:\ct\projexa\src\app\(app)\recruitment\openings\[id]\page.tsx","YES","JobOpeningObjectClient","recruitment","OBJECT","/api/recruitment/job-openings/{id}, /.../status, /api/hr/departments","One job opening with status transitions."
"/recruitment/openings/new","C:\ct\projexa\src\app\(app)\recruitment\openings\new\page.tsx","YES","JobOpeningCreateClient","recruitment","CREATE","/api/recruitment/job-openings, /api/hr/departments","Open a new job requisition."
"/recruitment","C:\ct\projexa\src\app\(app)\recruitment\page.tsx","YES","RecruitmentClient, PageHeading","recruitment","HUB","/api/recruitment/job-openings, /.../{id}/status, /api/recruitment/candidates, /api/recruitment/applications, /api/hr/departments","Recruitment hub: openings, candidates and applications."
"/reports","C:\ct\projexa\src\app\(app)\reports\page.tsx","YES","ReportsClient, ModuleListSkeletonBody, ProjectLoadError","reports","REPORT","/api/reports/{report}, /api/reports/{report}/share, /api/scope/categories, /api/vendors","Reports catalogue: run any report, drill into breakups and create share links."
"/rfis/[id]","C:\ct\projexa\src\app\(app)\rfis\[id]\page.tsx","YES","RfiObjectClient","rfis","OBJECT","/api/rfis/{id}","One RFI with its response thread."
"/rfis/new","C:\ct\projexa\src\app\(app)\rfis\new\page.tsx","YES","RfiCreateClient, CreateScreenUnavailable","rfis","CREATE","/api/rfis","Raise an RFI."
"/rfis","C:\ct\projexa\src\app\(app)\rfis\page.tsx","YES","RfisClient, PageHeading, ProjectLoadError","rfis","LIST","/api/rfis","RFI register for the selected project."
"/sales/leads/[id]","C:\ct\projexa\src\app\(app)\sales\leads\[id]\page.tsx","YES","LeadObjectClient","sales","OBJECT","/api/leads/{id}, /api/leads/{id}/history","One lead with its activity history."
"/sales/leads/new","C:\ct\projexa\src\app\(app)\sales\leads\new\page.tsx","YES","LeadCreateClient","sales","CREATE","/api/leads, /api/companies","Capture a new lead."
"/sales/leads","C:\ct\projexa\src\app\(app)\sales\leads\page.tsx","YES","LeadsClient, PageHeading","sales","LIST","/api/leads, /api/leads/{id}, /api/leads/bulk-reassign, /api/companies","Lead list with bulk reassignment."
"/sales/opportunities/[id]","C:\ct\projexa\src\app\(app)\sales\opportunities\[id]\page.tsx","YES","OpportunityObjectClient","sales","OBJECT","/api/opportunities/{id}, /api/opportunities/{id}/history, /api/customers","One opportunity with stage history."
"/sales/opportunities/new","C:\ct\projexa\src\app\(app)\sales\opportunities\new\page.tsx","YES","OpportunityCreateClient","sales","CREATE","/api/opportunities, /api/customers","Create an opportunity."
"/sales/opportunities","C:\ct\projexa\src\app\(app)\sales\opportunities\page.tsx","YES","OpportunitiesClient, PageHeading","sales","LIST","/api/opportunities, /api/opportunities/{id}, /api/opportunities/bulk-reassign, /api/customers","Opportunity pipeline list with bulk reassignment."
"/sales","C:\ct\projexa\src\app\(app)\sales\page.tsx","YES","SalesDashboardClient, PageHeading","sales","HUB","/api/sales-pipeline","Sales dashboard over the lead/opportunity pipeline."
"/sales-orders/[id]","C:\ct\projexa\src\app\(app)\sales-orders\[id]\page.tsx","YES","SalesOrderObjectClient","sales-orders","OBJECT","/api/sales-orders/{id}, /api/sales-order-document-flow/{id}","One sales order with its downstream document flow."
"/sales-orders/new","C:\ct\projexa\src\app\(app)\sales-orders\new\page.tsx","YES","SalesOrderCreateClient","sales-orders","CREATE","/api/sales-orders, /api/customers, /api/companies, /api/projects","Create a sales order."
"/sales-orders","C:\ct\projexa\src\app\(app)\sales-orders\page.tsx","YES","SalesOrdersClient, PageHeading","sales-orders","LIST","/api/sales-orders, /api/sales-orders/{id}, /api/sales-orders/bulk-status, /api/companies","Sales-order register with bulk status change."
"/schedule/import","C:\ct\projexa\src\app\(app)\schedule\import\page.tsx","YES","ScheduleImportClient, PickProjectPrompt","schedule","CREATE","/api/schedule/import","Import a programme/schedule file into the project."
"/schedule/log-time","C:\ct\projexa\src\app\(app)\schedule\log-time\page.tsx","YES","NONE (server redirect only)","schedule","REDIRECT","NONE (resolveProjectIdFast reads query/cookie, no network)","Alias kept for old links; redirects to /design-studio/timesheets/new carrying projectId and taskId/issueId."
"/schedule","C:\ct\projexa\src\app\(app)\schedule\page.tsx","YES","ScheduleTabsClient, ScheduleGanttClient, FooterMessageBanner","schedule","LIST","server callVeridian /schedule/gantt?projectId=; client /api/schedule/tasks, /api/schedule/gantt, /api/schedule/baselines, /.../{id}, /api/organization","Tabbed schedule screen (timeline / Gantt / baselines / timesheet) with server-prefetched Gantt payload."
"/schedule/sprints/new","C:\ct\projexa\src\app\(app)\schedule\sprints\new\page.tsx","YES","ScheduleSprintCreateClient, CreateScreenUnavailable","schedule","CREATE","/api/schedule/sprints","Create a sprint."
"/schedule/tasks/[id]","C:\ct\projexa\src\app\(app)\schedule\tasks\[id]\page.tsx","YES","ScheduleTaskObjectClient","schedule","OBJECT","/api/schedule/tasks/{id}, /api/board, /api/timesheets","One schedule task with board position and logged time."
"/schedule/tasks/new","C:\ct\projexa\src\app\(app)\schedule\tasks\new\page.tsx","YES","ScheduleTaskCreateClient, CreateFormSkeleton","schedule","CREATE","/api/schedule/tasks, /api/schedule/types, /api/scope","Create a schedule task, optionally linked to a BOQ line."
"/scope/[id]/compare","C:\ct\projexa\src\app\(app)\scope\[id]\compare\page.tsx","YES","ScopeCompareClient","scope","REPORT","/api/scope/{id}/compare, /api/scope/{id}, /api/scope, /api/site-instructions","Compare two BOQ revisions line by line."
"/scope/[id]","C:\ct\projexa\src\app\(app)\scope\[id]\page.tsx","YES","ScopeObjectClient","scope","OBJECT","/api/scope/{id}, /api/scope/{id}/{action}, /api/scope/line-items/{id}, /api/scope/categories, /api/site-instructions, /api/documents, /api/vendors","One BOQ with its line items, categories, budget % and workflow actions."
"/scope/[id]/revise","C:\ct\projexa\src\app\(app)\scope\[id]\revise\page.tsx","YES","ScopeReviseClient","scope","CREATE","/api/scope/{id}/revisions, /api/scope/{id}, /api/scope/categories, /api/site-instructions","Create a new revision of an existing BOQ."
"/scope/import","C:\ct\projexa\src\app\(app)\scope\import\page.tsx","YES","ScopeImportClient, PickProjectPrompt","scope","CREATE","/api/scope/import, /api/scope/import/template, /api/scope","Import a BOQ from Excel, with a downloadable template."
"/scope/new","C:\ct\projexa\src\app\(app)\scope\new\page.tsx","YES","ScopeCreateClient, CreateFormSkeleton","scope","CREATE","/api/scope, /api/scope/categories","Create a new BOQ / scope of work."
"/scope","C:\ct\projexa\src\app\(app)\scope\page.tsx","YES","ScopeClient, BudgetActualClient, BudgetAnalyticalClient","scope","LIST","/api/scope, /api/scope/line-items/{id}, /api/scope/{id}/compare, /api/reports/budget-variance(/export), /api/vendors","Scope of Work (BOQ) list plus the project-budget tabs (?tab=budget) that /budgets used to hide."
"/settings","C:\ct\projexa\src\app\(app)\settings\page.tsx","YES","SettingsClient, PageHeading","UNCATALOGUED","HUB","/api/organization, /api/organization/currency, /api/org-members, /api/org-members/{userId}","Organisation settings: profile, base currency and member/role management."
"/site-diary/[id]","C:\ct\projexa\src\app\(app)\site-diary\[id]\page.tsx","YES","SiteDiaryObjectClient","site-diary","OBJECT","/api/site-diary/{id}","One site-diary day entry."
"/site-diary/new","C:\ct\projexa\src\app\(app)\site-diary\new\page.tsx","YES","SiteDiaryCreateClient, CreateScreenUnavailable","site-diary","CREATE","/api/site-diary","Write a site-diary entry."
"/site-diary","C:\ct\projexa\src\app\(app)\site-diary\page.tsx","YES","SiteDiaryClient, PageHeading","site-diary","LIST","/api/site-diary","Site-diary entry list for the selected project."
"/site-materials","C:\ct\projexa\src\app\(app)\site-materials\page.tsx","YES","NONE (server redirect only)","materials","REDIRECT","NONE","Kept nav entry whose Inbound/Cost-Report tabs called VERIDIAN paths that never existed; now redirects to /materials carrying projectId."
"/submittals/[id]","C:\ct\projexa\src\app\(app)\submittals\[id]\page.tsx","YES","SubmittalObjectClient","submittals","OBJECT","/api/submittals/{id}","One submittal with its review status."
"/submittals/new","C:\ct\projexa\src\app\(app)\submittals\new\page.tsx","YES","SubmittalCreateClient, CreateScreenUnavailable","submittals","CREATE","/api/submittals","Raise a submittal."
"/submittals","C:\ct\projexa\src\app\(app)\submittals\page.tsx","YES","SubmittalsClient, PageHeading, ProjectLoadError","submittals","LIST","/api/submittals","Submittal register for the selected project."
"/vendors/[id]","C:\ct\projexa\src\app\(app)\vendors\[id]\page.tsx","YES","VendorObjectClient","vendors","OBJECT","/api/vendors/{id}, /.../bank-accounts, /.../qualification, /.../sanction-checks, /.../portal-links, /.../portal-links/{id}","One vendor: bank accounts, qualification, sanction checks and portal links."
"/vendors/new","C:\ct\projexa\src\app\(app)\vendors\new\page.tsx","YES","VendorCreateClient","vendors","CREATE","/api/vendors","Create a vendor master record."
"/vendors","C:\ct\projexa\src\app\(app)\vendors\page.tsx","YES","VendorsClient, PageHeading","vendors","LIST","/api/vendors","Org-wide vendor master list (module is needsProject:false)."
"/wiki/[id]","C:\ct\projexa\src\app\(app)\wiki\[id]\page.tsx","YES","WikiObjectClient","wiki","OBJECT","/api/wiki/{id}","One project wiki page."
"/wiki/new","C:\ct\projexa\src\app\(app)\wiki\new\page.tsx","YES","WikiCreateClient, CreateScreenUnavailable","wiki","CREATE","/api/wiki","Create a wiki page."
"/wiki","C:\ct\projexa\src\app\(app)\wiki\page.tsx","YES","WikiClient, PageHeading","wiki","LIST","/api/wiki","Project wiki page list."
"/work-progress/[id]","C:\ct\projexa\src\app\(app)\work-progress\[id]\page.tsx","YES","WorkProgressObjectClient","work-progress","OBJECT","/api/work-progress/{id}, /api/work-progress, /api/work-progress/activities, /api/work-progress/photos","One work-progress entry with activities and site photos."
"/work-progress","C:\ct\projexa\src\app\(app)\work-progress\page.tsx","YES","WorkProgressPageClient, WorkProgressReportClient, WorkProgressAnalyticalClient, ModuleScreenContext","work-progress","LIST","/api/work-progress, /api/work-progress/activities, /api/work-progress/report, /report/pdf, /report/xlsx, /report/share","Work Progress entries plus the WPR report tab (PDF/XLSX/share) and the analytical tab; params via parseWprParams."
"/auth/callback","C:\ct\projexa\src\app\auth\callback\page.tsx","NO","(inline client page; uses @/lib/supabase/client createClient)","UNCATALOGUED","AUTH","/api/org/provision","Supabase OAuth/magic-link callback: exchanges the code, provisions the org, then routes on; shows 'Sign-in link could not be used' on failure."
"/hi/how-it-works","C:\ct\projexa\src\app\hi\how-it-works\page.tsx","NO","HowItWorksContent, MarketingLocaleProvider","UNCATALOGUED","PUBLIC","NONE (force-static, revalidate 3600)","Hindi prerender of the How-It-Works marketing document; middleware rewrites Hindi visitors here."
"/hi","C:\ct\projexa\src\app\hi\page.tsx","NO","LandingPage, MarketingLocaleProvider","UNCATALOGUED","PUBLIC","NONE (force-static, revalidate 3600)","Hindi prerender of the landing page; the canonical URL stays / and middleware rewrites to this document."
"/how-it-works","C:\ct\projexa\src\app\how-it-works\page.tsx","NO","HowItWorksContent","UNCATALOGUED","PUBLIC","NONE (force-static, revalidate 3600)","English How-It-Works marketing page: one change order moving through five modules on top of VERIDIAN AI OS."
"/invite/[token]","C:\ct\projexa\src\app\invite\[token]\page.tsx","NO","(inline client page; Card/Button + supabase client)","UNCATALOGUED","AUTH","/api/org/invites/preview?token=, /api/org/invites/accept","Token-scoped invite redemption: preview the invite pre-membership, then accept it."
"/login","C:\ct\projexa\src\app\login\page.tsx","NO","(inline client page; Card/Input/Label/Button + supabase client)","UNCATALOGUED","AUTH","/api/org/provision","Email/password sign-in; middleware sends an already-authenticated visitor away."
"/","C:\ct\projexa\src\app\page.tsx","NO","LandingPage","UNCATALOGUED","PUBLIC","NONE (force-static, revalidate 3600; reads nothing from the request)","English marketing landing page. The logged-in redirect to /dashboard lives in middleware.ts, not here (R67 J-01)."
"/share/attendance/[token]","C:\ct\projexa\src\app\share\attendance\[token]\page.tsx","NO","(inline server page; @/lib/attendance-summary helpers)","UNCATALOGUED","PUBLIC","direct fetch VERIDIAN_ORIGIN + /api/reports/share/{token} (no auth of any kind, by design)","Unauthenticated public attendance summary behind a share token."
"/share/report/[token]","C:\ct\projexa\src\app\share\report\[token]\page.tsx","NO","(inline server page; @/lib/work-progress-report helpers)","UNCATALOGUED","PUBLIC","direct fetch VERIDIAN_ORIGIN + /api/reports/share/{token}","Unauthenticated public work-progress report (% by BOQ value and by activity log) behind a share token."
"/shared/mom/[token]","C:\ct\projexa\src\app\shared\mom\[token]\page.tsx","NO","(inline server page)","UNCATALOGUED","PUBLIC","direct fetch VERIDIAN_ORIGIN + /api/veri-meetings/share/{token}; PDF via /api/shared/mom/{token}/pdf","Unauthenticated public Minutes-of-Meeting page at the path VERIDIAN's own share-link composer emits (needs its own /shared/ prefix in page-access.ts)."
"/signup","C:\ct\projexa\src\app\signup\page.tsx","NO","(inline client page; Card/Input/Label/Button + supabase client)","UNCATALOGUED","AUTH","/api/org/provision","Sign-up; provisions the organisation on first successful session."
