"Route_Path","File_Path","Methods","Auth_Model","Org_Scoping","Calls_Service","Purpose","Proxied_By_PROJEXA_Route"
"/api/v1/projexa/payroll/runs/[id]","C:\ct\ct\src\app\api\v1\projexa\payroll\runs\[id]\route.ts","GET","SK","CTX","erp-payroll-service","getPayrollRun","/api/payroll/runs/[id]"
"/api/v1/projexa/payroll/runs","C:\ct\ct\src\app\api\v1\projexa\payroll\runs\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-payroll-service","listPayrollRuns,createPayrollRun","/api/payroll/runs"
"/api/v1/projexa/payroll/salary-components","C:\ct\ct\src\app\api\v1\projexa\payroll\salary-components\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-payroll-service","listSalaryComponents,createSalaryComponent","/api/payroll/salary-components"
"/api/v1/projexa/payroll/salary-structures","C:\ct\ct\src\app\api\v1\projexa\payroll\salary-structures\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-payroll-service","listSalaryStructures,createSalaryStructure","/api/payroll/salary-structures"
"/api/v1/projexa/payroll/statutory-rules","C:\ct\ct\src\app\api\v1\projexa\payroll\statutory-rules\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-payroll-service","listStatutoryRules,createStatutoryRule","/api/payroll/statutory-rules"
"/api/v1/projexa/permits/[id]","C:\ct\ct\src\app\api\v1\projexa\permits\[id]\route.ts","GET,PATCH,DELETE","SK+RS(member/write)","STD","lib/db/tenant-scoped;lib/db/schema","permit document CRUD","/api/permits/[id]"
"/api/v1/projexa/permits","C:\ct\ct\src\app\api\v1\projexa\permits\route.ts","GET,POST","SK+RS(member/write)","STD","document-service;project-dashboard-cache","listExpiringDocuments,listDocuments,createDocumentRecord","/api/permits; PXlib:/app/(app)/dashboard/page.tsx"
"/api/v1/projexa/phrase-map/[id]/promote","C:\ct\ct\src\app\api\v1\projexa\phrase-map\[id]\promote\route.ts","POST","SK","CTX","lib/ai/batch/analyse","promotePhraseMapCandidate","UNKNOWN"
"/api/v1/projexa/pill-usage","C:\ct\ct\src\app\api\v1\projexa\pill-usage\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","projexa-pill-usage-service","readPillStrip,recordPillUse","/api/pill-usage; /api/shell"
"/api/v1/projexa/policies/[id]","C:\ct\ct\src\app\api\v1\projexa\policies\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","risk-register-service","getPolicy,updatePolicy","/api/policies/[id]"
"/api/v1/projexa/policies","C:\ct\ct\src\app\api\v1\projexa\policies\route.ts","GET,POST","SK+RS(member/write)","STD","risk-register-service","listPolicies,createPolicy","/api/policies"
"/api/v1/projexa/predictions/[activityId]","C:\ct\ct\src\app\api\v1\projexa\predictions\[activityId]\route.ts","GET","SK","STD","construction-prediction-service","predictActivityCompletion; alias of /api/v1/construction/predictions/[activityId]","UNKNOWN"
"/api/v1/projexa/procurement/goods-receipts/[id]","C:\ct\ct\src\app\api\v1\projexa\procurement\goods-receipts\[id]\route.ts","GET","SK","CTX","erp-goods-receipt-service","getPurchaseReceipt","/api/procurement/goods-receipts/[id]"
"/api/v1/projexa/procurement/goods-receipts/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\procurement\goods-receipts\[id]\submit\route.ts","POST","SK+RS(member/write)","STD","erp-goods-receipt-service","submitPurchaseReceipt","/api/procurement/goods-receipts/[id]/submit"
"/api/v1/projexa/procurement/goods-receipts","C:\ct\ct\src\app\api\v1\projexa\procurement\goods-receipts\route.ts","GET,POST","SK+RS(member/write)","STD","erp-goods-receipt-service","listPurchaseReceipts,createPurchaseReceipt","/api/procurement/goods-receipts"
"/api/v1/projexa/procurement/purchase-orders/[id]","C:\ct\ct\src\app\api\v1\projexa\procurement\purchase-orders\[id]\route.ts","GET,PATCH,DELETE","SK+RS(member/write)","CTX","erp-buying-service","getPurchaseOrder,updatePurchaseOrder,cancelPurchaseOrder","/api/procurement/purchase-orders/[id]"
"/api/v1/projexa/procurement/purchase-orders/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\procurement\purchase-orders\[id]\submit\route.ts","POST","SK+RS(member/write)","STD","erp-buying-service","submitPurchaseOrder","/api/procurement/purchase-orders/[id]/submit"
"/api/v1/projexa/procurement/purchase-orders","C:\ct\ct\src\app\api\v1\projexa\procurement\purchase-orders\route.ts","GET,POST","SK+RS(member/write)","STD","erp-buying-service","listPurchaseOrders,createPurchaseOrder","/api/procurement/purchase-orders"
"/api/v1/projexa/procurement/quotations","C:\ct\ct\src\app\api\v1\projexa\procurement\quotations\route.ts","GET,POST","SK+RS(member/write)","STD","erp-procurement-workflow-service","listSupplierQuotations,createSupplierQuotation","/api/procurement/quotations"
"/api/v1/projexa/procurement/requisitions/[id]","C:\ct\ct\src\app\api\v1\projexa\procurement\requisitions\[id]\route.ts","GET","SK","STD","erp-procurement-workflow-service","getPurchaseRequisition","/api/procurement/requisitions/[id]"
"/api/v1/projexa/procurement/requisitions/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\procurement\requisitions\[id]\submit\route.ts","POST","SK+RS(member/write)","STD","erp-procurement-workflow-service","submitPurchaseRequisition","/api/procurement/requisitions/[id]/submit"
"/api/v1/projexa/procurement/requisitions","C:\ct\ct\src\app\api\v1\projexa\procurement\requisitions\route.ts","GET,POST","SK+RS(member/write)","STD","erp-procurement-workflow-service","listPurchaseRequisitions,createPurchaseRequisition","/api/procurement/requisitions"
"/api/v1/projexa/procurement/rfqs/[id]/comparison","C:\ct\ct\src\app\api\v1\projexa\procurement\rfqs\[id]\comparison\route.ts","GET","SK","STD","erp-procurement-workflow-service","compareQuotationsForRfq","/api/procurement/rfqs/[id]/comparison"
"/api/v1/projexa/procurement/rfqs/[id]","C:\ct\ct\src\app\api\v1\projexa\procurement\rfqs\[id]\route.ts","GET","SK","STD","erp-procurement-workflow-service","getRfq","/api/procurement/rfqs/[id]"
"/api/v1/projexa/procurement/rfqs/[id]/send","C:\ct\ct\src\app\api\v1\projexa\procurement\rfqs\[id]\send\route.ts","POST","SK+RS(member/write)","STD","erp-procurement-workflow-service","sendRfq","/api/procurement/rfqs/[id]/send"
"/api/v1/projexa/procurement/rfqs","C:\ct\ct\src\app\api\v1\projexa\procurement\rfqs\route.ts","GET,POST","SK+RS(member/write)","STD","erp-procurement-workflow-service","listRfqs,createRfq","/api/procurement/rfqs"
"/api/v1/projexa/products","C:\ct\ct\src\app\api\v1\projexa\products\route.ts","GET","SK","STD","construction-dashboard-service","listActiveProducts","/api/products; PXlib:/app/(app)/projects/new/page.tsx"
"/api/v1/projexa/profit-and-loss","C:\ct\ct\src\app\api\v1\projexa\profit-and-loss\route.ts","GET","SK","STD","erp-financial-report-service","profitAndLoss","/api/profit-and-loss"
"/api/v1/projexa/profit-and-loss-by-project","C:\ct\ct\src\app\api\v1\projexa\profit-and-loss-by-project\route.ts","GET","SK","STD","erp-financial-report-service","profitAndLossByCostCenter","/api/profit-and-loss-by-project"
"/api/v1/projexa/project-budgets/[id]/cancel","C:\ct\ct\src\app\api\v1\projexa\project-budgets\[id]\cancel\route.ts","POST","SK+RS(manager/write)","STD","erp-budget-service","cancelBudget","/api/project-budgets/[id]/cancel"
"/api/v1/projexa/project-budgets/[id]","C:\ct\ct\src\app\api\v1\projexa\project-budgets\[id]\route.ts","GET,PATCH","SK+RS(manager/write)","STD","erp-budget-service","getBudget,updateBudgetLineItems","/api/project-budgets/[id]"
"/api/v1/projexa/project-budgets/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\project-budgets\[id]\submit\route.ts","POST","SK+RS(manager/write)","STD","erp-budget-service","submitBudget","/api/project-budgets/[id]/submit"
"/api/v1/projexa/project-budgets/[id]/variance","C:\ct\ct\src\app\api\v1\projexa\project-budgets\[id]\variance\route.ts","GET","SK","CTX","erp-budget-service","getBudgetVariance","/api/project-budgets/[id]/variance"
"/api/v1/projexa/project-budgets","C:\ct\ct\src\app\api\v1\projexa\project-budgets\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-budget-service","listBudgets,createBudget","/api/project-budgets"
"/api/v1/projexa/projects/[id]","C:\ct\ct\src\app\api\v1\projexa\projects\[id]\route.ts","PATCH","SK+RS(member/write)","STD","construction-dashboard-service","updateProjectValue","/api/projects/[id]"
"/api/v1/projexa/projects","C:\ct\ct\src\app\api\v1\projexa\projects\route.ts","GET,POST","SK+RS(member/write)","STD","construction-dashboard-service","listProjectsForSelection (60s per-org cache),createProject","/api/projects; PXlib:/lib/module-list-source.ts; PXlib:/lib/project-selection.ts"
"/api/v1/projexa/punch-list/[id]","C:\ct\ct\src\app\api\v1\projexa\punch-list\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-field-workflow-service","getPunchListItem,markPunchListItemReadyForReview,verifyPunchListItemClosed","/api/punch-list/[id]"
"/api/v1/projexa/punch-list","C:\ct\ct\src\app\api\v1\projexa\punch-list\route.ts","GET,POST","SK+RS(member/write)","STD","construction-field-workflow-service","listPunchListItems,createPunchListItem","/api/punch-list; PXlib:/lib/services/search-service.ts"
"/api/v1/projexa/purchase-orders","C:\ct\ct\src\app\api\v1\projexa\purchase-orders\route.ts","GET,POST","SK+RS(member/write)","STD","erp-buying-service","listPurchaseOrders,createPurchaseOrder","/api/purchase-orders"
"/api/v1/projexa/quotations/[id]/convert","C:\ct\ct\src\app\api\v1\projexa\quotations\[id]\convert\route.ts","POST","SK+permission-service","STD","permission-service;erp-selling-service","convertQuotationToSalesOrder","/api/quotations/[id]/convert"
"/api/v1/projexa/quotations/[id]/pdf","C:\ct\ct\src\app\api\v1\projexa\quotations\[id]\pdf\route.ts","GET","SK","STD","erp-selling-service","getQuotationForPdf","/api/quotations/[id]/pdf"
"/api/v1/projexa/quotations/[id]/revisions","C:\ct\ct\src\app\api\v1\projexa\quotations\[id]\revisions\route.ts","POST","SK+permission-service","STD","permission-service;erp-selling-service","createQuotationRevision","/api/quotations/[id]/revisions"
"/api/v1/projexa/quotations/[id]","C:\ct\ct\src\app\api\v1\projexa\quotations\[id]\route.ts","GET,PATCH","SK+RS(member/write)+permission-service","STD","permission-service;erp-selling-service","getQuotation,updateQuotationStatus","/api/quotations/[id]"
"/api/v1/projexa/quotations","C:\ct\ct\src\app\api\v1\projexa\quotations\route.ts","GET,POST","SK+RS(member/write)+permission-service","STD","permission-service;erp-selling-service","listQuotations,createQuotation","/api/quotations"
"/api/v1/projexa/recruitment/applications/[id]/hire","C:\ct\ct\src\app\api\v1\projexa\recruitment\applications\[id]\hire\route.ts","POST","SK+RS(admin/write)","STD","recruitment-service","linkHiredEmployee","/api/recruitment/applications/[id]/hire"
"/api/v1/projexa/recruitment/applications/[id]/interviews","C:\ct\ct\src\app\api\v1\projexa\recruitment\applications\[id]\interviews\route.ts","GET,POST","SK+RS(manager/write)","STD","recruitment-service","listInterviewFeedback,scheduleInterview","/api/recruitment/applications/[id]/interviews"
"/api/v1/projexa/recruitment/applications/[id]","C:\ct\ct\src\app\api\v1\projexa\recruitment\applications\[id]\route.ts","GET","SK","CTX","recruitment-service","getApplication","/api/recruitment/applications/[id]"
"/api/v1/projexa/recruitment/applications/[id]/stage","C:\ct\ct\src\app\api\v1\projexa\recruitment\applications\[id]\stage\route.ts","POST","SK+RS(manager/write)","STD","recruitment-service","moveApplicationStage","/api/recruitment/applications/[id]/stage"
"/api/v1/projexa/recruitment/applications","C:\ct\ct\src\app\api\v1\projexa\recruitment\applications\route.ts","GET,POST","SK+RS(member/write)","STD","recruitment-service","listApplications,createApplication","/api/recruitment/applications"
"/api/v1/projexa/recruitment/candidates","C:\ct\ct\src\app\api\v1\projexa\recruitment\candidates\route.ts","GET,POST","SK+RS(member/write)","STD","recruitment-service","listCandidates,createCandidate","/api/recruitment/candidates"
"/api/v1/projexa/recruitment/interviews/[id]/feedback","C:\ct\ct\src\app\api\v1\projexa\recruitment\interviews\[id]\feedback\route.ts","POST","SK+RS(member/write)","STD","recruitment-service","submitInterviewFeedback","/api/recruitment/interviews/[id]/feedback"
"/api/v1/projexa/recruitment/job-openings/[id]","C:\ct\ct\src\app\api\v1\projexa\recruitment\job-openings\[id]\route.ts","GET","SK","CTX","recruitment-service","getJobOpening","/api/recruitment/job-openings/[id]"
"/api/v1/projexa/recruitment/job-openings/[id]/status","C:\ct\ct\src\app\api\v1\projexa\recruitment\job-openings\[id]\status\route.ts","POST","SK+RS(manager/write)","STD","recruitment-service","updateJobOpeningStatus","/api/recruitment/job-openings/[id]/status"
"/api/v1/projexa/recruitment/job-openings","C:\ct\ct\src\app\api\v1\projexa\recruitment\job-openings\route.ts","GET,POST","SK+RS(manager/write)","STD","recruitment-service","listJobOpenings,createJobOpening","/api/recruitment/job-openings"
"/api/v1/projexa/reports/[reportName]/export","C:\ct\ct\src\app\api\v1\projexa\reports\[reportName]\export\route.ts","GET","SK","CTX","construction-reports-service;report-export;lib/db/tenant-scoped","boqBudgetVarianceReport,designerTimesheetReport,reportCsv","/api/reports/[reportName]/export"
"/api/v1/projexa/reports/[reportName]","C:\ct\ct\src\app\api\v1\projexa\reports\[reportName]\route.ts","GET","SK","STD","construction-reports-service;erp-accounting-service","REPORT_REGISTRY,buildReportTable","UNKNOWN"
"/api/v1/projexa/reports/catalog","C:\ct\ct\src\app\api\v1\projexa\reports\catalog\route.ts","GET","SK","CTX","report-engine-service","getFullReportCatalog","/api/reports/catalog"
"/api/v1/projexa/reports/definitions/[id]/run","C:\ct\ct\src\app\api\v1\projexa\reports\definitions\[id]\run\route.ts","POST","SK+RS(manager/read)","STD","report-engine-service","executeReportDefinition","/api/reports/definitions/[id]/run"
"/api/v1/projexa/reports/portfolio/budget-vs-actual","C:\ct\ct\src\app\api\v1\projexa\reports\portfolio\budget-vs-actual\route.ts","GET","SK","STD","construction-reports-service;construction-dashboard-service;erp-accounting-service","buildBudgetVsActualByProject,getOrgDashboard","UNKNOWN"
"/api/v1/projexa/reports/share","C:\ct\ct\src\app\api\v1\projexa\reports\share\route.ts","POST","SK+RS(member/write)","STD","report-share-service","createReportShareLink","/api/attendance/summary/share; /api/reports/[reportName]/share; /api/work-progress/report/share"
"/api/v1/projexa/rfis/[id]","C:\ct\ct\src\app\api\v1\projexa\rfis\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-field-workflow-service","getRfi,answerRfi,closeRfi","/api/rfis/[id]"
"/api/v1/projexa/rfis","C:\ct\ct\src\app\api\v1\projexa\rfis\route.ts","GET,POST","SK+RS(member/write)","STD","construction-field-workflow-service","listRfis,createRfi (projectId required)","/api/rfis; PXlib:/lib/services/search-service.ts"
"/api/v1/projexa/risks/[id]","C:\ct\ct\src\app\api\v1\projexa\risks\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","risk-register-service","getRisk,updateRiskStatus","/api/risks/[id]"
"/api/v1/projexa/risks","C:\ct\ct\src\app\api\v1\projexa\risks\route.ts","GET,POST","SK+RS(member/write)","STD","risk-register-service","listRisks,createRisk","/api/risks"
"/api/v1/projexa/sales-invoices/[id]/cancel","C:\ct\ct\src\app\api\v1\projexa\sales-invoices\[id]\cancel\route.ts","POST","SK+RS(manager/write)","STD","erp-invoicing-service","cancelSalesInvoice","/api/sales-invoices/[id]/cancel"
"/api/v1/projexa/sales-invoices/[id]/payments","C:\ct\ct\src\app\api\v1\projexa\sales-invoices\[id]\payments\route.ts","POST","SK+RS(manager/write)","STD","erp-invoicing-service","recordSalesInvoicePayment","/api/sales-invoices/[id]/payments"
"/api/v1/projexa/sales-invoices/[id]","C:\ct\ct\src\app\api\v1\projexa\sales-invoices\[id]\route.ts","GET","SK+RS(member/read)","CTX","erp-invoicing-service","getSalesInvoice","/api/sales-invoices/[id]"
"/api/v1/projexa/sales-invoices/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\sales-invoices\[id]\submit\route.ts","POST","SK+RS(manager/write)","STD","erp-invoicing-service","submitSalesInvoice","/api/sales-invoices/[id]/submit"
"/api/v1/projexa/sales-invoices","C:\ct\ct\src\app\api\v1\projexa\sales-invoices\route.ts","GET,POST","SK+RS(manager/write)","STD","erp-invoicing-service","listSalesInvoicesPaged,createSalesInvoice","/api/sales-invoices; /api/dashboard-hierarchy/companies/[companyId]/projects/[projectId]"
"/api/v1/projexa/sales-order-document-flow/[id]","C:\ct\ct\src\app\api\v1\projexa\sales-order-document-flow\[id]\route.ts","GET","SK","STD","erp-selling-service;compliance-service","getSalesOrderDocumentFlow","/api/sales-order-document-flow/[id]"
"/api/v1/projexa/sales-orders/[id]","C:\ct\ct\src\app\api\v1\projexa\sales-orders\[id]\route.ts","GET,PATCH","SK+permission-service","STD","permission-service;erp-selling-service","getSalesOrder,updateSalesOrderStatus","/api/sales-orders/[id]"
"/api/v1/projexa/sales-orders/bulk-status","C:\ct\ct\src\app\api\v1\projexa\sales-orders\bulk-status\route.ts","POST","SK+RS(manager/write)+permission-service","STD","permission-service;erp-selling-service","bulkUpdateSalesOrderStatus","/api/sales-orders/bulk-status"
"/api/v1/projexa/sales-orders","C:\ct\ct\src\app\api\v1\projexa\sales-orders\route.ts","GET,POST","SK+RS(member/write)+permission-service","STD","permission-service;erp-selling-service","listSalesOrders,createSalesOrder","/api/sales-orders"
"/api/v1/projexa/sales-pipeline","C:\ct\ct\src\app\api\v1\projexa\sales-pipeline\route.ts","GET","SK","STD","crm-service","getSalesPipelineOverview","/api/sales-pipeline"
"/api/v1/projexa/sales-rep-performance","C:\ct\ct\src\app\api\v1\projexa\sales-rep-performance\route.ts","GET","SK","STD","crm-service","getSalesRepPerformanceDashboard","UNKNOWN"
"/api/v1/projexa/schedule/[id]/completion","C:\ct\ct\src\app\api\v1\projexa\schedule\[id]\completion\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-progress-service","getActivityCompletionProvenance,setActivityCompletionManually","/api/schedule/tasks/[id]/completion"
"/api/v1/projexa/schedule/[id]","C:\ct\ct\src\app\api\v1\projexa\schedule\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","pms-issue-service","getIssue,updateIssue","/api/schedule/tasks/[id]"
"/api/v1/projexa/schedule/baselines/[id]","C:\ct\ct\src\app\api\v1\projexa\schedule\baselines\[id]\route.ts","GET","SK","STD","schedule-service","compareBaseline","/api/schedule/baselines/[id]"
"/api/v1/projexa/schedule/baselines","C:\ct\ct\src\app\api\v1\projexa\schedule\baselines\route.ts","GET,POST","SK+RS(member/write)","STD","schedule-service","listBaselines,captureBaseline","/api/schedule/baselines"
"/api/v1/projexa/schedule/gantt","C:\ct\ct\src\app\api\v1\projexa\schedule\gantt\route.ts","GET","SK","STD","schedule-service","getGanttData","/api/schedule/gantt; PXlib:/app/(app)/schedule/page.tsx"
"/api/v1/projexa/schedule/import","C:\ct\ct\src\app\api\v1\projexa\schedule\import\route.ts","POST","SK+RS(member/write)","STD","schedule-import-service","parseScheduleSpreadsheet,importScheduleActivities","/api/schedule/import"
"/api/v1/projexa/schedule/resource-conflicts","C:\ct\ct\src\app\api\v1\projexa\schedule\resource-conflicts\route.ts","GET","SK","STD","schedule-service","getResourceConflicts","UNKNOWN"
"/api/v1/projexa/schedule","C:\ct\ct\src\app\api\v1\projexa\schedule\route.ts","GET,POST","SK+RS(member/write)","STD","pms-issue-service;schedule-service;pms-taxonomy-service","listIssues,createScheduleActivity","/api/schedule/tasks; PXlib:/lib/schedule-reference.ts"
"/api/v1/projexa/schedule/sprints/[id]/issues","C:\ct\ct\src\app\api\v1\projexa\schedule\sprints\[id]\issues\route.ts","GET,POST,DELETE","SK+RS(member/write)","STD","pms-sprint-service","listSprintIssues,addIssueToSprint,removeIssueFromSprint","/api/schedule/sprints/[id]/issues"
"/api/v1/projexa/schedule/sprints/[id]","C:\ct\ct\src\app\api\v1\projexa\schedule\sprints\[id]\route.ts","PATCH","SK+RS(member/write)","STD","pms-sprint-service","updateSprint,closeSprint","/api/schedule/sprints/[id]"
"/api/v1/projexa/schedule/sprints","C:\ct\ct\src\app\api\v1\projexa\schedule\sprints\route.ts","GET,POST","SK+RS(member/write)","STD","pms-sprint-service","listSprints,createSprint","/api/schedule/sprints"
"/api/v1/projexa/schedule/types","C:\ct\ct\src\app\api\v1\projexa\schedule\types\route.ts","GET","SK","CTX","pms-taxonomy-service;pms-issue-service","listIssueTypes","/api/schedule/types; PXlib:/lib/schedule-reference.ts"
"/api/v1/projexa/schedule/workload","C:\ct\ct\src\app\api\v1\projexa\schedule\workload\route.ts","GET,POST","SK+RS(member/write)","STD","schedule-service","getWorkload,createResourceAllocation,getResourceConflicts","/api/schedule/workload"
"/api/v1/projexa/scope/[id]/approve","C:\ct\ct\src\app\api\v1\projexa\scope\[id]\approve\route.ts","POST","SK+RS","STD","construction-boq-service","approveBoq; alias of /api/v1/construction/boq/[id]/approve","/api/scope/[id]/approve"
"/api/v1/projexa/scope/[id]/compare","C:\ct\ct\src\app\api\v1\projexa\scope\[id]\compare\route.ts","GET","SK","STD","construction-boq-service","compareBoq; alias of /api/v1/construction/boq/[id]/compare","/api/scope/[id]/compare"
"/api/v1/projexa/scope/[id]/revisions","C:\ct\ct\src\app\api\v1\projexa\scope\[id]\revisions\route.ts","POST","SK+RS","STD","construction-boq-service","createBoqRevision; alias of /api/v1/construction/boq/[id]/revisions","/api/scope/[id]/revisions"
"/api/v1/projexa/scope/[id]","C:\ct\ct\src\app\api\v1\projexa\scope\[id]\route.ts","GET,PATCH,DELETE","SK+RS","STD","construction-boq-service","getBoq,updateBoq,deleteBoq; alias of /api/v1/construction/boq/[id]","/api/scope/[id]"
"/api/v1/projexa/scope/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\scope\[id]\submit\route.ts","POST","SK+RS","STD","construction-boq-service","submitBoq; alias of /api/v1/construction/boq/[id]/submit","/api/scope/[id]/submit"
"/api/v1/projexa/scope/categories/[id]","C:\ct\ct\src\app\api\v1\projexa\scope\categories\[id]\route.ts","PATCH,DELETE","SK+RS","STD","construction-boq-category-service","renameBoqCategory,deleteBoqCategory; alias of /api/v1/construction/boq/categories/[id]","/api/scope/categories/[id]"
"/api/v1/projexa/scope/categories","C:\ct\ct\src\app\api\v1\projexa\scope\categories\route.ts","GET,POST","SK+RS","STD","construction-boq-category-service","listBoqCategories,createBoqCategory; alias of /api/v1/construction/boq/categories","/api/scope/categories"
"/api/v1/projexa/scope/import","C:\ct\ct\src\app\api\v1\projexa\scope\import\route.ts","POST","S (session only)","G400","construction-boq-import-service;construction-boq-service","parseBoqSpreadsheet,createBoq; alias of /api/construction/boq/import","/api/scope/import"
"/api/v1/projexa/scope/import/template","C:\ct\ct\src\app\api\v1\projexa\scope\import\template\route.ts","GET","SK","CTX","lib/report-export-shared","BOQ import spreadsheet template","/api/scope/import/template"
"/api/v1/projexa/scope/line-items/[id]","C:\ct\ct\src\app\api\v1\projexa\scope\line-items\[id]\route.ts","PATCH","SK+RS","STD","construction-boq-service","updateLineItemBudget; alias of /api/v1/construction/boq/line-items/[id]","/api/scope/line-items/[id]"
"/api/v1/projexa/scope/lines","C:\ct\ct\src\app\api\v1\projexa\scope\lines\route.ts","GET","SK","CTX","construction-boq-service","listBoqLineOptions","/api/scope/lines"
"/api/v1/projexa/scope","C:\ct\ct\src\app\api\v1\projexa\scope\route.ts","GET,POST","SK+RS","STD","construction-boq-service","listBoqs,createBoq; alias of /api/v1/construction/boq","/api/scope; /api/chain-options; /api/work-progress/report"
"/api/v1/projexa/screen-definitions/[functionId]","C:\ct\ct\src\app\api\v1\projexa\screen-definitions\[functionId]\route.ts","GET","SK","CTX","lib/screens/resolve-definition","resolve a screen definition by functionId","PXlib:/lib/module-list-source.ts; PXlib:/lib/screen-definitions.ts"
"/api/v1/projexa/screen-drafts/[id]","C:\ct\ct\src\app\api\v1\projexa\screen-drafts\[id]\route.ts","PATCH,DELETE","SK+RS(member/write)","STD","lib/screens/draft-service","screen draft update/delete","/api/screen-drafts/[id]"
"/api/v1/projexa/screen-drafts","C:\ct\ct\src\app\api\v1\projexa\screen-drafts\route.ts","GET,POST","SK+RS(member/write)","STD","lib/db/tenant-scoped;lib/db/schema","screenDrafts list/create","/api/screen-drafts"
"/api/v1/projexa/site-diary/[id]","C:\ct\ct\src\app\api\v1\projexa\site-diary\[id]\route.ts","GET","SK","STD","construction-site-diary-service","getSiteDiary; alias of /api/v1/construction/site-diary/[id]","/api/site-diary/[id]"
"/api/v1/projexa/site-diary","C:\ct\ct\src\app\api\v1\projexa\site-diary\route.ts","GET,POST","SK+RS","STD","construction-site-diary-service","listSiteDiaries,createSiteDiary; alias of /api/v1/construction/site-diary","/api/site-diary"
"/api/v1/projexa/site-instructions/[id]","C:\ct\ct\src\app\api\v1\projexa\site-instructions\[id]\route.ts","GET","SK","STD","construction-site-instruction-service","getSiteInstruction; alias of /api/v1/construction/site-instructions/[id]","/api/site-instructions/[id]"
"/api/v1/projexa/site-instructions","C:\ct\ct\src\app\api\v1\projexa\site-instructions\route.ts","GET,POST","SK+RS","STD","construction-site-instruction-service","createSiteInstruction,listSiteInstructions; alias of /api/v1/construction/site-instructions","/api/site-instructions"
"/api/v1/projexa/statistical-key-figure-report","C:\ct\ct\src\app\api\v1\projexa\statistical-key-figure-report\route.ts","GET","SK","STD","erp-costing-service","statisticalKeyFigureReport","UNKNOWN"
"/api/v1/projexa/storage-status","C:\ct\ct\src\app\api\v1\projexa\storage-status\route.ts","GET","SK","NONE","lib/storage-config","org storage quota/usage probe","PXlib:/lib/storage-status.ts (no PROJEXA API route; called from pages)"
"/api/v1/projexa/subcontractor-payment-application-status","C:\ct\ct\src\app\api\v1\projexa\subcontractor-payment-application-status\route.ts","GET","SK","STD","erp-payment-entries-service","subcontractorPaymentApplicationStatus","UNKNOWN"
"/api/v1/projexa/subcontractor-retention-summary/[invoiceId]/release","C:\ct\ct\src\app\api\v1\projexa\subcontractor-retention-summary\[invoiceId]\release\route.ts","POST","SK+RS(manager/write)","STD","erp-invoicing-service","releaseSubcontractorRetention","UNKNOWN (no reference anywhere in PROJEXA src)"
"/api/v1/projexa/subcontractor-retention-summary","C:\ct\ct\src\app\api\v1\projexa\subcontractor-retention-summary\route.ts","GET","SK","STD","erp-invoicing-service","subcontractorRetentionSummary","UNKNOWN (no reference anywhere in PROJEXA src)"
"/api/v1/projexa/submissions","C:\ct\ct\src\app\api\v1\projexa\submissions\route.ts","POST","SK+RS(member/write)","STD","lib/pipeline/run-submission","run a pipeline submission","UNKNOWN (no reference anywhere in PROJEXA src)"
"/api/v1/projexa/submittals/[id]","C:\ct\ct\src\app\api\v1\projexa\submittals\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-field-workflow-service","getSubmittal,reviewSubmittal","/api/submittals/[id]"
"/api/v1/projexa/submittals","C:\ct\ct\src\app\api\v1\projexa\submittals\route.ts","GET,POST","SK+RS(member/write)","STD","construction-field-workflow-service","listSubmittals,createSubmittal","/api/submittals; PXlib:/lib/services/search-service.ts"
"/api/v1/projexa/tasks/[id]","C:\ct\ct\src\app\api\v1\projexa\tasks\[id]\route.ts","GET","SK+RS(member/read)","STD","lib/db/tenant-scoped;lib/db/schema","pipelineTasks,submissions read","/api/tasks/[id]"
"/api/v1/projexa/tasks","C:\ct\ct\src\app\api\v1\projexa\tasks\route.ts","POST,GET","SK+RS(member/write|member/read)","STD","lib/db/tenant-scoped;lib/db/schema","pipelineTasks,submissions list/create","/api/tasks"
"/api/v1/projexa/timesheets/[id]/approve","C:\ct\ct\src\app\api\v1\projexa\timesheets\[id]\approve\route.ts","POST","SK","STD","pms-time-service;timesheet-review-task-service","approveTimeEntry,recordTimesheetDecisionTasks","/api/timesheets/[id]/approve"
