"Route_Path","File_Path","Methods","Auth_Required","Org_Scoped","Request_Shape","Response_Shape","Purpose"
"/api/permits","src/app/api/permits/route.ts","GET, POST","TRUE","TRUE","GET: withinDays, projectId, all; POST: multipart/form-data","GET VERIDIAN JSON; POST 201","Permits register list / upload"
"/api/pill-usage","src/app/api/pill-usage/route.ts","GET, POST","TRUE","TRUE","GET: whitelisted filter params; POST: JSON body required","GET VERIDIAN JSON; POST 201; 400 {error}","Composer pill usage telemetry read / record"
"/api/policies/[id]","src/app/api/policies/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a policy"
"/api/policies","src/app/api/policies/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Policies list / create"
"/api/procurement/goods-receipts/[id]","src/app/api/procurement/goods-receipts/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one goods receipt"
"/api/procurement/goods-receipts/[id]/submit","src/app/api/procurement/goods-receipts/[id]/submit/route.ts","POST","TRUE","TRUE","path id; empty body sent upstream","VERIDIAN JSON passthrough","Submit a goods receipt"
"/api/procurement/goods-receipts","src/app/api/procurement/goods-receipts/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Goods receipts list / create"
"/api/procurement/purchase-orders/[id]","src/app/api/procurement/purchase-orders/[id]/route.ts","GET, PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update / delete a procurement PO"
"/api/procurement/purchase-orders/[id]/submit","src/app/api/procurement/purchase-orders/[id]/submit/route.ts","POST","TRUE","TRUE","path id; empty body sent upstream","VERIDIAN JSON passthrough","Submit a procurement PO"
"/api/procurement/purchase-orders","src/app/api/procurement/purchase-orders/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Procurement POs list / create"
"/api/procurement/quotations","src/app/api/procurement/quotations/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201","Supplier quotations list / create"
"/api/procurement/requisitions/[id]","src/app/api/procurement/requisitions/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one purchase requisition"
"/api/procurement/requisitions/[id]/submit","src/app/api/procurement/requisitions/[id]/submit/route.ts","POST","TRUE","TRUE","path id; empty body sent upstream","VERIDIAN JSON passthrough","Submit a purchase requisition"
"/api/procurement/requisitions","src/app/api/procurement/requisitions/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Purchase requisitions list / create"
"/api/procurement/rfqs/[id]/comparison","src/app/api/procurement/rfqs/[id]/comparison/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","RFQ bid comparison sheet"
"/api/procurement/rfqs/[id]","src/app/api/procurement/rfqs/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one RFQ"
"/api/procurement/rfqs/[id]/send","src/app/api/procurement/rfqs/[id]/send/route.ts","POST","TRUE","TRUE","path id; empty body sent upstream","VERIDIAN JSON passthrough","Send an RFQ to vendors"
"/api/procurement/rfqs","src/app/api/procurement/rfqs/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","RFQs list / create"
"/api/products","src/app/api/products/route.ts","GET","TRUE","TRUE","none","{products:[{id,name}]}","Product lookup for pickers"
"/api/profit-and-loss","src/app/api/profit-and-loss/route.ts","GET","TRUE","TRUE","full query string forwarded","VERIDIAN JSON passthrough","P&L statement"
"/api/profit-and-loss-by-project","src/app/api/profit-and-loss-by-project/route.ts","GET","TRUE","TRUE","full query string forwarded","VERIDIAN JSON passthrough","P&L broken down by project"
"/api/project-budgets/[id]/cancel","src/app/api/project-budgets/[id]/cancel/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Cancel a project budget"
"/api/project-budgets/[id]","src/app/api/project-budgets/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a project budget"
"/api/project-budgets/[id]/submit","src/app/api/project-budgets/[id]/submit/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Submit a project budget for approval"
"/api/project-budgets/[id]/variance","src/app/api/project-budgets/[id]/variance/route.ts","GET","TRUE","TRUE","path id; asOfDate","VERIDIAN JSON passthrough","Budget variance as of a date"
"/api/project-budgets","src/app/api/project-budgets/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201; 403 on role fail","Project budgets list / create (POST needs PM_OR_ABOVE)"
"/api/projects/[id]/category-distribution","src/app/api/projects/[id]/category-distribution/route.ts","GET","TRUE","TRUE","path id (projectId)","computed category-distribution JSON; error {error}","Category BOQ-amount vs progress distribution"
"/api/projects/[id]","src/app/api/projects/[id]/route.ts","PATCH","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Update a project"
"/api/projects/overview","src/app/api/projects/overview/route.ts","GET","TRUE","TRUE","none","{projects:[...]}","Portfolio overview of all projects"
"/api/projects","src/app/api/projects/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET {projects:[{id,name,status}]}; POST 201","Projects list / create"
"/api/punch-list/[id]","src/app/api/punch-list/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON; 403 on role fail","Read / update a punch-list item (PATCH needs FIELD roles)"
"/api/punch-list","src/app/api/punch-list/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body","GET VERIDIAN JSON; POST 201 (+ notifies org members); 400/403 {error}","Punch list read / create (POST needs FIELD roles)"
"/api/purchase-orders","src/app/api/purchase-orders/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201; 403 on role fail","Purchase orders list / create (POST needs PM_OR_ABOVE)"
"/api/quotations/[id]/convert","src/app/api/quotations/[id]/convert/route.ts","POST","TRUE","TRUE","path id; JSON body","201 VERIDIAN JSON","Convert a quotation to a sales order"
"/api/quotations/[id]/pdf","src/app/api/quotations/[id]/pdf/route.ts","GET","TRUE","TRUE","path id","application/pdf binary","Download quotation PDF"
"/api/quotations/[id]/revisions","src/app/api/quotations/[id]/revisions/route.ts","POST","TRUE","TRUE","path id; JSON body (defaults to {})","201 VERIDIAN JSON","Create a quotation revision"
"/api/quotations/[id]","src/app/api/quotations/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a quotation"
"/api/quotations","src/app/api/quotations/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201","Quotations list / create"
"/api/recruitment/applications/[id]/hire","src/app/api/recruitment/applications/[id]/hire/route.ts","POST","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Hire a candidate from an application"
"/api/recruitment/applications/[id]/interviews","src/app/api/recruitment/applications/[id]/interviews/route.ts","GET, POST","TRUE","TRUE","path id; POST JSON body","GET VERIDIAN JSON; POST 201","Application interviews list / schedule"
"/api/recruitment/applications/[id]","src/app/api/recruitment/applications/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one job application"
"/api/recruitment/applications/[id]/stage","src/app/api/recruitment/applications/[id]/stage/route.ts","POST","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Move an application to another stage"
"/api/recruitment/applications","src/app/api/recruitment/applications/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Applications list / create"
"/api/recruitment/candidates","src/app/api/recruitment/candidates/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Candidates list / create"
"/api/recruitment/interviews/[id]/feedback","src/app/api/recruitment/interviews/[id]/feedback/route.ts","POST","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Submit interview feedback"
"/api/recruitment/job-openings/[id]","src/app/api/recruitment/job-openings/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one job opening"
"/api/recruitment/job-openings/[id]/status","src/app/api/recruitment/job-openings/[id]/status/route.ts","POST","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Change job-opening status"
"/api/recruitment/job-openings","src/app/api/recruitment/job-openings/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Job openings list / create"
"/api/reports/[reportName]/export","src/app/api/reports/[reportName]/export/route.ts","GET","TRUE","TRUE","path reportName; projectId required; format (validated), category[], vendorId, extra filters","binary export with upstream content-type; 400 {error}","Export any catalogued report to a file"
"/api/reports/[reportName]","src/app/api/reports/[reportName]/route.ts","GET","TRUE","TRUE","path reportName; full query string forwarded","VERIDIAN JSON passthrough","Run any catalogued report"
"/api/reports/[reportName]/share","src/app/api/reports/[reportName]/share/route.ts","POST","TRUE","TRUE","path reportName; JSON body {projectId, from, to}","201 {url, expiresAt}; 400 {error}","Create a public share link for a report"
"/api/reports/budget-variance/export","src/app/api/reports/budget-variance/export/route.ts","GET","TRUE","TRUE","projectId required; format (validated), category[], vendorId","binary export with upstream content-type; 400 {error}","Export the budget-variance report"
"/api/reports/catalog","src/app/api/reports/catalog/route.ts","GET","TRUE","TRUE","none","VERIDIAN JSON passthrough","List available report definitions"
"/api/reports/definitions/[id]/run","src/app/api/reports/definitions/[id]/run/route.ts","POST","TRUE","TRUE","path id; JSON body (defaults to {})","VERIDIAN JSON passthrough","Run a saved report definition"
"/api/reports/portfolio/budget-vs-actual","src/app/api/reports/portfolio/budget-vs-actual/route.ts","GET","TRUE","TRUE","full query string forwarded","VERIDIAN JSON; error {error}","Portfolio-wide budget vs actual"
"/api/rfis/[id]","src/app/api/rfis/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update an RFI"
"/api/rfis","src/app/api/rfis/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body","GET VERIDIAN JSON; POST 201 (+ notifies org members); 400 {error}","RFIs list / create"
"/api/risks/[id]","src/app/api/risks/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a risk"
"/api/risks","src/app/api/risks/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Risk register list / create"
"/api/sales-invoices/[id]/cancel","src/app/api/sales-invoices/[id]/cancel/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Cancel a sales invoice"
"/api/sales-invoices/[id]/payments","src/app/api/sales-invoices/[id]/payments/route.ts","POST","TRUE","TRUE","path id; JSON body","201 VERIDIAN JSON","Record a payment against an invoice"
"/api/sales-invoices/[id]","src/app/api/sales-invoices/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one sales invoice"
"/api/sales-invoices/[id]/submit","src/app/api/sales-invoices/[id]/submit/route.ts","POST","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Submit (post) a sales invoice"
"/api/sales-invoices","src/app/api/sales-invoices/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201","Sales invoices list / create"
"/api/sales-order-document-flow/[id]","src/app/api/sales-order-document-flow/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Linked-document flow for a sales order"
"/api/sales-orders/[id]","src/app/api/sales-orders/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a sales order"
"/api/sales-orders/bulk-status","src/app/api/sales-orders/bulk-status/route.ts","POST","TRUE","TRUE","JSON body (ids + status)","VERIDIAN JSON passthrough","Bulk status change on sales orders"
"/api/sales-orders","src/app/api/sales-orders/route.ts","GET, POST","TRUE","TRUE","GET: full query string; POST: JSON body","GET VERIDIAN JSON; POST 201","Sales orders list / create"
"/api/sales-pipeline","src/app/api/sales-pipeline/route.ts","GET","TRUE","TRUE","none","VERIDIAN JSON passthrough","Sales pipeline summary"
"/api/schedule/baselines/[id]","src/app/api/schedule/baselines/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one schedule baseline"
"/api/schedule/baselines","src/app/api/schedule/baselines/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON {projectId, name} required","GET VERIDIAN JSON; POST 201; 400/403 {error}","Schedule baselines list / snapshot (POST needs PM_OR_ABOVE)"
"/api/schedule/gantt","src/app/api/schedule/gantt/route.ts","GET","TRUE","TRUE","projectId required","VERIDIAN JSON; 400 {error}","Gantt chart data"
"/api/schedule/import","src/app/api/schedule/import/route.ts","POST","TRUE","TRUE","multipart/form-data (dryRun flag read from form)","200 (dryRun) or 201 VERIDIAN JSON; error {error}","Import a project schedule from a file"
"/api/schedule/sprints/[id]/issues","src/app/api/schedule/sprints/[id]/issues/route.ts","GET, POST, DELETE","TRUE","TRUE","path id; POST JSON {issueId} required; DELETE issueId query required","GET VERIDIAN JSON; POST 201; DELETE VERIDIAN JSON; 400 {error}","Manage issues inside a sprint"
"/api/schedule/sprints/[id]","src/app/api/schedule/sprints/[id]/route.ts","PATCH","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Update a sprint"
"/api/schedule/sprints","src/app/api/schedule/sprints/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON {projectId, name} required","GET VERIDIAN JSON; POST 201; 400 {error}","Sprints list / create"
"/api/schedule/tasks/[id]/completion","src/app/api/schedule/tasks/[id]/completion/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON; error {error}","Read / set schedule task completion"
"/api/schedule/tasks/[id]","src/app/api/schedule/tasks/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a schedule task"
"/api/schedule/tasks","src/app/api/schedule/tasks/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body, projectId+title+startDate required","GET VERIDIAN JSON; POST 201; 400 {error}","Schedule tasks list / create"
"/api/schedule/types","src/app/api/schedule/types/route.ts","GET","TRUE","TRUE","none","VERIDIAN JSON passthrough","Schedule task-type lookup"
"/api/schedule/workload","src/app/api/schedule/workload/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON {projectId,userId,allocatedHoursPerDay,startDate,endDate} required","GET VERIDIAN JSON; POST 201; 400 {error}","Resource workload read / allocate"
"/api/schedule-tracker","src/app/api/schedule-tracker/route.ts","GET","TRUE","TRUE","projectId required","VERIDIAN JSON; 400 {error}","Construction schedule tracker view"
"/api/scope/[id]/approve","src/app/api/scope/[id]/approve/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Approve a BOQ / scope document"
"/api/scope/[id]/compare","src/app/api/scope/[id]/compare/route.ts","GET","TRUE","TRUE","path id; against query param","VERIDIAN JSON passthrough","Compare two scope revisions"
"/api/scope/[id]/revisions","src/app/api/scope/[id]/revisions/route.ts","POST","TRUE","TRUE","path id; JSON body","201 VERIDIAN JSON","Create a scope revision"
"/api/scope/[id]","src/app/api/scope/[id]/route.ts","GET, DELETE","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read / delete a BOQ scope document"
"/api/scope/[id]/submit","src/app/api/scope/[id]/submit/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Submit a scope document for approval"
"/api/scope/categories/[id]","src/app/api/scope/categories/[id]/route.ts","PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body (must be valid JSON)","VERIDIAN JSON; 400/error {error}","Update / delete a scope category"
"/api/scope/categories","src/app/api/scope/categories/route.ts","GET, POST","TRUE","TRUE","GET: includeInactive=1; POST: JSON body (must be valid JSON)","GET VERIDIAN JSON; POST 201; 400 {error}","Scope categories list / create"
"/api/scope/import","src/app/api/scope/import/route.ts","POST","TRUE","TRUE","multipart/form-data; dryRun=1 (query or form)","200 (dryRun) or 201 VERIDIAN JSON","Import a BOQ from a spreadsheet"
"/api/scope/import/template","src/app/api/scope/import/template/route.ts","GET","TRUE","TRUE","none","binary template file; error {error}","Download the BOQ import template"
"/api/scope/line-items/[id]","src/app/api/scope/line-items/[id]/route.ts","PATCH","TRUE","TRUE","path id; JSON body","VERIDIAN JSON passthrough","Update one BOQ line item"
"/api/scope/lines","src/app/api/scope/lines/route.ts","GET","TRUE","TRUE","projectId required; extra filters forwarded","VERIDIAN JSON; 400/error {error}","BOQ lines list for a project"
"/api/scope","src/app/api/scope/route.ts","GET, POST","TRUE","TRUE","GET: projectId required, include (csv); POST: JSON body (must be valid JSON)","GET VERIDIAN JSON; POST 201; 400/502 {error}","BOQ/scope documents list / create"
"/api/screen-drafts/[id]","src/app/api/screen-drafts/[id]/route.ts","PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body (actorEmail added from session)","VERIDIAN JSON passthrough","Update / delete a composer screen draft"
"/api/screen-drafts","src/app/api/screen-drafts/route.ts","GET, POST","TRUE","TRUE","GET: functionId required, objectId; POST: JSON body (actorEmail added)","GET VERIDIAN JSON; POST 201; 400 {error}","Screen drafts list / create"
"/api/search","src/app/api/search/route.ts","GET","TRUE","TRUE","q or search; limit (1-20, default 8); projectId","{query, total, results}; 500 {error}","Global cross-module search"
"/api/shared/mom/[token]/pdf","src/app/api/shared/mom/[token]/pdf/route.ts","GET","FALSE","FALSE","path token (share token is the only credential)","application/pdf binary; 404/502 {error}","Deliberately public: download shared MoM PDF via share token"
"/api/shell","src/app/api/shell/route.ts","GET","TRUE","TRUE","none (force-dynamic)","{organization, role, email, userId, projects, notifications, unreadCount, pillUsage, recentChains, capabilityTree/currencies/vendors, per-source errors}","One-shot app-shell bootstrap fan-out"
"/api/site-diary/[id]","src/app/api/site-diary/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one site diary entry"
"/api/site-diary","src/app/api/site-diary/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body","GET VERIDIAN JSON; POST 201; 400/403 {error}","Site diary list / create (POST needs FIELD roles)"
"/api/site-instructions/[id]","src/app/api/site-instructions/[id]/route.ts","GET","TRUE","TRUE","path id","VERIDIAN JSON passthrough","Read one site instruction"
"/api/site-instructions","src/app/api/site-instructions/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body OR multipart/form-data with file","GET VERIDIAN JSON; POST 201 {siteInstruction[, document, fileName]}; 207 partial; 400/403 {error}","Site instructions list / create with optional attachment (POST needs PM_OR_ABOVE)"
"/api/submittals/[id]","src/app/api/submittals/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON (PATCH also notifies org members)","Read / update a submittal"
"/api/submittals","src/app/api/submittals/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body","GET VERIDIAN JSON; POST 201; 400 {error}","Submittals list / create"
"/api/tasks/[id]","src/app/api/tasks/[id]/route.ts","GET","TRUE","TRUE","path id required (force-dynamic)","VERIDIAN JSON; 400 {error}","Read one task"
"/api/tasks","src/app/api/tasks/route.ts","GET, POST","TRUE","TRUE","GET: whitelisted filter params; POST: JSON body required","GET VERIDIAN JSON; POST 201; 400 {error}","Tasks list / create"
"/api/timesheets/[id]/approve","src/app/api/timesheets/[id]/approve/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Approve a timesheet entry"
"/api/timesheets/[id]/reject","src/app/api/timesheets/[id]/reject/route.ts","POST","TRUE","TRUE","path id; JSON body (defaults to {})","VERIDIAN JSON passthrough","Reject a timesheet entry"
"/api/timesheets/[id]","src/app/api/timesheets/[id]/route.ts","GET, PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body (defaults to {})","VERIDIAN JSON passthrough","Read / update / delete a timesheet entry"
"/api/timesheets/[id]/submit","src/app/api/timesheets/[id]/submit/route.ts","POST","TRUE","TRUE","path id; no body","VERIDIAN JSON passthrough","Submit a timesheet entry"
"/api/timesheets/review-day","src/app/api/timesheets/review-day/route.ts","POST","TRUE","TRUE","JSON body {designerId, projectId, spentOn, decision} required","VERIDIAN JSON; 400 {error}","Approve/reject a whole timesheet day"
"/api/timesheets","src/app/api/timesheets/route.ts","GET, POST","TRUE","TRUE","GET: projectId or issueId required, mine, spentOn; POST: JSON {issueId, hours, spentOn} required","GET VERIDIAN JSON; POST 201; 400 {error}","Timesheets list / log time"
"/api/timesheets/submit-day","src/app/api/timesheets/submit-day/route.ts","POST","TRUE","TRUE","JSON body {projectId, spentOn} required","VERIDIAN JSON; 400 {error}","Submit a whole timesheet day"
"/api/todos/[id]","src/app/api/todos/[id]/route.ts","PATCH, DELETE","TRUE","FALSE","path id; PATCH JSON {done}","PATCH todo row; DELETE {ok:true}; 500 {error}","Toggle / delete a todo (Supabase query filtered by id only)"
"/api/todos","src/app/api/todos/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON {text} required","GET {todos:[...]}; POST 201 todo row; 400/500 {error}","Personal todo list read / create (org+user stamped on insert)"
"/api/trial-balance","src/app/api/trial-balance/route.ts","GET","TRUE","TRUE","full query string forwarded","VERIDIAN JSON passthrough","Trial balance report"
"/api/vendor-risk","src/app/api/vendor-risk/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON; POST 201","Vendor risk assessments list / create"
"/api/vendors/[id]/bank-accounts","src/app/api/vendors/[id]/bank-accounts/route.ts","GET, POST","TRUE","TRUE","path id; POST JSON body","GET VERIDIAN JSON; POST 201","Vendor bank accounts list / create"
"/api/vendors/[id]/portal-links/[linkId]","src/app/api/vendors/[id]/portal-links/[linkId]/route.ts","DELETE","TRUE","TRUE","path id, linkId","VERIDIAN JSON passthrough","Revoke a vendor portal link"
"/api/vendors/[id]/portal-links","src/app/api/vendors/[id]/portal-links/route.ts","GET, POST","TRUE","TRUE","path id; POST JSON body (defaults to {})","GET VERIDIAN JSON; POST 201","Vendor portal links list / create"
"/api/vendors/[id]/qualification","src/app/api/vendors/[id]/qualification/route.ts","GET, POST","TRUE","TRUE","path id; POST JSON body","GET VERIDIAN JSON; POST 201","Vendor qualification record read / submit"
"/api/vendors/[id]","src/app/api/vendors/[id]/route.ts","GET, PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body; DELETE no body","GET/PATCH VERIDIAN JSON; DELETE {deactivated:true,id,vendor}","Read / update / soft-deactivate a vendor"
"/api/vendors/[id]/sanction-checks","src/app/api/vendors/[id]/sanction-checks/route.ts","GET, POST","TRUE","TRUE","path id; POST JSON body","GET VERIDIAN JSON; POST 201","Vendor sanction screening list / run"
"/api/vendors","src/app/api/vendors/route.ts","GET, POST","TRUE","TRUE","GET: none; POST: JSON body","GET VERIDIAN JSON with Cache-Control private max-age=600; POST 201","Vendors list / create"
"/api/veridian-link","src/app/api/veridian-link/route.ts","GET","TRUE","FALSE","none","307 redirect to VERIDIAN_ORIGIN","Auth-gated redirect into the VERIDIAN app"
"/api/wiki/[id]","src/app/api/wiki/[id]/route.ts","GET, PATCH","TRUE","TRUE","path id; PATCH JSON body","VERIDIAN JSON passthrough","Read / update a wiki page"
"/api/wiki","src/app/api/wiki/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body, projectId+title required","GET VERIDIAN JSON; POST 201; 400 {error}","Project wiki list / create"
"/api/work-progress/[id]","src/app/api/work-progress/[id]/route.ts","GET, PATCH, DELETE","TRUE","TRUE","path id; PATCH JSON body required","VERIDIAN JSON; 400/error {error}","Read / update / delete a work-progress entry"
"/api/work-progress/activities","src/app/api/work-progress/activities/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON {projectId, name} required","GET VERIDIAN JSON; POST 201; 400 {error}","Work-progress activities list / create"
"/api/work-progress/photos","src/app/api/work-progress/photos/route.ts","POST, GET","TRUE","TRUE","POST: multipart/form-data {veridianEntryId, file} required; GET: veridianEntryId required","POST 201 photo row; GET {photos:[...]}; 400/500/502 {error}","Upload / list progress photos (Supabase Storage + table)"
"/api/work-progress/report/pdf","src/app/api/work-progress/report/pdf/route.ts","GET","TRUE","TRUE","projectId, from, to required; mode=balance|total","application/pdf binary; 400 {error}","Work-progress report PDF"
"/api/work-progress/report","src/app/api/work-progress/report/route.ts","GET","TRUE","TRUE","projectId and to required; from, boqId, category[] (repeatable)","{projectId, from, to, earliestEntryDate, fromWasDefaulted, boqTitle, boqId, boqs[], rows/summary}; 400/504 {error}","Composite work-progress report (BOQ + activities + entries + roster + attendance)"
"/api/work-progress/report/share","src/app/api/work-progress/report/share/route.ts","POST","TRUE","TRUE","JSON body {projectId, from, to} required","201 {url, expiresAt}; 400 {error}","Create public share link for the work-progress report"
"/api/work-progress/report/xlsx","src/app/api/work-progress/report/xlsx/route.ts","GET","TRUE","TRUE","projectId, from, to required; mode=balance|total","xlsx binary; 400/error {error}","Work-progress report XLSX export"
"/api/work-progress","src/app/api/work-progress/route.ts","GET, POST","TRUE","TRUE","GET: projectId required; POST: JSON body (actorEmail added from session)","GET VERIDIAN JSON; POST 201; 400 {error}; rule failure {code, missing[]}","Work-progress entries list / create"
