"File_Path","Kind","Exported_Functions","Domain","What_It_Computes","Key_Inputs","Key_Outputs","DB_Tables_Touched","Called_By"
"C:\ct\ct\src\lib\services\legal-matter-service.ts","SERVICE","listMatters,createMatter,closeMatter,getMatterDetail,linkMatterEntity,createArbitrationCase,updateArbitrationStatus,addSpendEntry","Legal","Unified legal matter register that links existing litigation, IP portfolio and opinion rows to one matter, plus arbitration/mediation cases with status and a legal-spend ledger per matter","matter input, linked entity ref, arbitration status, spend entries","matter detail with linked entities, arbitration status, spend totals","legalMatters, legalArbitrationCases, legalSpendEntries, litigationMatters, ipPortfolio, legalOpinions","6 routes under app/api/legal-matters/*"
"C:\ct\ct\src\lib\services\legal-opinion-service.ts","SERVICE","generateOpinionDraft","Legal","Token substitution over an ordered clause template to draft a legal opinion, reusing the CLM template/clause tables. Deliberately not AI authoring - plain {{token}} replacement","template key, token values, opinion id","generated opinion draft text","legalOpinions, clmContractTemplates, clmTemplateClauses","app/api/legal-opinions/[id]/generate"
"C:\ct\ct\src\lib\services\maintainability-dashboard-service.ts","SERVICE","computeMaintainabilityScore,getMaintainabilityScorecard","Platform/Governance","Maintainability score = clamp0to100 of the mean of three sub-scores: guardrail violations, improvement backlog staleness and dependency health. First two are platform-wide from loop improvements; dependency health is the one org-scoped input","windowDays, staleBacklogAfterDays, orgId","three sub-scores plus overall 0-100 maintainability score","loopImprovements (plus governance health counts)","app/api/ai/team/maintainability-dashboard"
"C:\ct\ct\src\lib\services\mca-filing-service.ts","SERVICE","generateFormData","Compliance/MCA","Compiles filing-ready data for an existing MCA filing row from directors/KMP, cap table, charges and board meetings, and for AOC-4 pulls the balance sheet and P&L from the ERP financial-report engine. It compiles data only, it never files with the MCA","filing id, form type, financial year","form-ready data payload per MCA form","mcaFilings, organisations, directorsKmp, capTableEntries, companyCharges, boardMeetings","app/api/mca-filings/[id]/generate"
"C:\ct\ct\src\lib\services\mdm-quality-service.ts","SERVICE","scanForDuplicates,listDuplicateCandidates,reviewDuplicateCandidate,mergeDuplicates,computeQualityScores","Master Data","Duplicate detection via pg_trgm similarity() on customer/supplier name plus exact GSTIN/PAN match, with review and merge (logged); completeness quality score = (5 - missing)/5 over gstin, panNumber, creditLimit, at least one contact and at least one address","entity type, similarity threshold, candidate decision, surviving id","duplicate candidates with similarity, merge log, per-record quality score and missing-field list","mdmDuplicateCandidates, mdmMergeLog, erpCustomers, erpSuppliers, erpContacts, erpAddresses, erpSupplierBankAccounts","5 routes under app/api/mdm/*"
"C:\ct\ct\src\lib\services\memory-entitlement.ts","SERVICE","checkImgEntitlement,assertImgEntitled,MemoryEntitlementError,IMG_BRANCH_KEY,IMG_NOT_ENTITLED_MESSAGE","Memory/IMG","The entitlement gate asserted on every memory recall and write path: does this org hold the institutional_memory branch, checked server-side against the current org context inside the same transaction","transaction handle, expected org id","entitlement decision or MemoryEntitlementError","platform.product_branches, compliance.org_product_branch_enablements, compliance.organisations, app.current_org_id","memory-service, memory-recall-service (memory write/read paths)"
"C:\ct\ct\src\lib\services\memory-recall-service.ts","SERVICE","takeExecutableRecord,takeProposals,clampGraphDepth,recallExact,recallKeyword,recallVector,resolveSeedNodeKey,rerankGraphExpanded,recallGraphExpanded,recallMemory,RECALL_TIERS,EXECUTABLE_TIER +4 more","Memory/IMG","THE recall ladder: tries exact, then keyword, then vector, then graph-expanded matching and stops at the first confident tier. Only the exact tier yields an executable record; looser tiers return citations/proposals. Graph expansion is depth-clamped (max 2) and row-capped (500) and reranked","query text, org scope, requested tiers, graph depth","tiered recall result: executable record or proposals with citation edges and skip reasons","compliance.memory_records, compliance.document_chunk, platform.graph_node, platform.graph_impact (raw SQL)","memory-recall-service tests, r68-phase8-packaging test; IMG recall callers"
"C:\ct\ct\src\lib\services\memory-service.ts","SERVICE","createMemoryRecord,searchMemories,supersedeMemoryRecord,promoteMemoryRecord,archiveMemoryRecord,resolveMostSpecific,resolveMemoryScope,getMemoryRecordAsOf,redactMemoryRecordLineage,ORG_SCOPED_MEMORY_SCOPE_TYPES,MEMORY_SCOPE_PRECEDENCE","Memory/IMG","The memory record store and pgvector layer: create with embedding, HNSW similarity search, lifecycle transitions (TRANSIENT/CANDIDATE/CONFIRMED/ACTIVE/SUPERSEDED/ARCHIVED) with versioning, most-specific scope resolution by precedence, as-of-time reads and lineage redaction","memory content, scope type/id, memory type, provenance, as-of time","memory records with embeddings, ranked search matches, versions, resolved scope","compliance.memory_records, compliance.memory_versions, compliance.memory_sources, compliance.embeddings (raw SQL)","memory tests, lib/db/schema.ts, lib/graph/edge-types.ts, lib/pipeline/run-submission.ts"
"C:\ct\ct\src\lib\services\memory-tier-registry.ts","SERVICE","classifyMemoryTier,tablesForTier,MEMORY_TIER_REGISTRY","Memory/Governance","Static declaration separating OPERATIONAL from LONG_TERM_KNOWLEDGE tables (the separation already existed architecturally but was never declared); classifies a table name into a tier and lists tables per tier","table name or tier","tier classification, table list per tier","none (static registry, no DB)","r68-phase8-packaging test"
"C:\ct\ct\src\lib\services\memory-write-attribution.ts","SERVICE","isAiOriginatedWrite,assertAttributionComplete,buildAttributionEntry,MemoryAttributionError","Memory/Governance","Enforces that every AI-originated memory write carries complete attribution - model, prompt hash, caller and chain - and refuses the write otherwise; builds the attribution entry stored on the record metadata","write actor, model, prompt hash, caller, chain id","attribution entry or MemoryAttributionError","memory_records.metadata (written via memory-service)","memory-write-attribution test, r68-phase8-packaging test; memory write path"
"C:\ct\ct\src\lib\services\memory-write-authorization.ts","SERVICE","assertNoClientAuthorityClaim,requiredRoleForMemoryWrite,authorizeMemoryWrite,assertMemoryWriteAuthorized,MemoryWriteAuthorizationError","Memory/Governance","Server-side authorization gate for memory writes: rejects any client-supplied authority claim, derives the minimum role required for create/supersede/promote/archive against the target's scope, and checks chain existence, input resolution and caller role","actor identity, operation, target scope","authorization decision or MemoryWriteAuthorizationError","compliance.users, compliance.departments, compliance.api_keys, platform.dynamic_chains","memory-write-authorization test, r68-phase8-packaging test, lib/supabase/role-rank.ts"
"C:\ct\ct\src\lib\services\metric-alert-service.ts","SERVICE","listMetricAlertRules,createMetricAlertRule,updateMetricAlertRule,deleteMetricAlertRule,evaluateAllMetricAlertRules","Platform/Alerting","Scheduled threshold alerting: each rule counts rows of a whitelisted source entity (compliance items, risks, incidents, notices, PMS issues) with an optional group-by, compares against a threshold with gt/gte/lt/lte/eq, and notifies on breach","rule definition (entity, operator, threshold), evaluation run","breach evaluations and notifications","metricAlertRules, notifications, complianceItems, risks, incidents, notices, pmsIssues","app/api/internal/metric-alerts/run, app/api/metric-alert-rules/*"
"C:\ct\ct\src\lib\services\model-scorecard-service.ts","SERVICE","mergeScorecardGroups,getModelScorecard,ITERATION_COUNT_NOTE","AI-Ops","Per-model x complexity-tier scorecard aggregated from the activity log: dispatch count, success rate, iteration count and audit-finding rate. Deliberately distinct from the token-usage cost ledger","date window, grouping options","scorecard rows per model and complexity tier","activityLog","app/api/ai/team/scorecard"
"C:\ct\ct\src\lib\services\module-registry-service.ts","SERVICE","listModules,getModule,listEnabledModulesForBranch","Platform/Registry","Read-only module registry and product-branch catalog; lists which modules a branch enables. Catalog mutation is migration-only, so no write functions are exposed","module filters, moduleKey, branchKey","module rows, branch module list","moduleRegistry, productBranches, productBranchModules","app/api/capability-registry/modules, app/api/settings/modules"
"C:\ct\ct\src\lib\services\module-rule-service.ts","SERVICE","setModuleRule,listModuleRules","Platform/Config","Lets an org/project/client admin set a module-rule override without a code change; the value is later resolved most-specific-scope-wins by module-rules-resolver. scope_type='user' is deliberately rejected here","scope type/id, module key, rule value","module rule config rows","moduleRuleConfigs","app/api/settings/module-rules"
"C:\ct\ct\src\lib\services\notice-service.ts","SERVICE","listNotices,createNotice,getNotice,updateNotice,deleteNotice,getNoticeStats,VALID_NOTICE_STATUSES","Compliance/Notices","Government notice register: filtered listing, CRUD with audit logging and comments, and stats aggregation across the received/in_progress/replied/closed/appealed statuses and due dates","notice input, filters, status","notice rows, notice statistics by status and due date","notices, departments, auditLogs, comments","6 routes under app/api/notices/*"
"C:\ct\ct\src\lib\services\ocr-client.ts","SERVICE","runOcr","Platform/Ingestion","App-side entry to the on-demand OCR pipeline: creates a tracking row, fires a GitHub repository_dispatch that runs the doc-processing workflow, then polls that row (each poll its own tenant context) until the runner writes a result back","document/file reference","OCR result text and job status","docProcessingJobs","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\orchestra-analytics-service.ts","SERVICE","getOrchestraAnalytics,getOrchestraExecutionRationale","AI-Ops","Aggregate dashboard over recorded LLM executions: totals, cost by model, executions by day, latency percentiles via Postgres percentile_cont (not an application approximation), and denial rate from real policy-engine denials","date window, orgId","totals, cost by model, latency percentiles, denial rate, per-execution rationale","orchestraExecutions","app/api/orchestra/analytics, app/api/orchestra/executions/[id]; kpi-hub-service"
"C:\ct\ct\src\lib\services\orchestra-trace-service.ts","SERVICE","listOrchestraTraces,getOrchestraTraceDetail","AI-Ops","The per-execution half of orchestration observability: filtered trace listing and full detail for one execution, complementing the aggregate analytics service","filters (model, status, date), execution id","trace list page, single trace detail","orchestraExecutions","app/api/orchestra/traces, app/api/orchestra/traces/[id]"
"C:\ct\ct\src\lib\services\org-branding-service.ts","SERVICE","resolveBranding,updateBranding,updateBrandingAsset,getBrandingAssetPath,OrgBrandingValidationError,ORG_BRANDING_BUCKET,DEFAULT_BRAND_PRIMARY_COLOR,DEFAULT_BRAND_ACCENT_COLOR,DEFAULT_LOGO_URL,DEFAULT_BRAND_NAME,resolvePreAuthBrandByHost","Platform/White-label","The single place per-org white-label branding is read, written and validated: brand name, primary/accent colours, logo and favicon object paths with documented defaults, plus pre-auth brand resolution by request host","orgId or host, branding input, asset object path","resolved branding object with defaults applied, validation errors","organisations (branding columns), org-branding storage bucket","5 API routes plus 16 page/layout call sites under app/*"
"C:\ct\ct\src\lib\services\org-directory-service.ts","SERVICE","matchesDirectoryQuery,resolveDirectoryLimit,filterDirectoryRows,directoryLikePattern,listOrgDirectory,ORG_DIRECTORY_MAX_LIMIT","Platform/Directory","Org user picker: builds the ILIKE pattern, filters and matches users by name/email query, and clamps the requested limit to 50, replacing hand-typed VERIDIAN user ids in PROJEXA screens","search query, limit, orgId","matching org users up to the clamped limit","compliance.users","app/api/v1/projexa/org-users"
"C:\ct\ct\src\lib\services\org-fiscal-year-provisioning.ts","SERVICE","currentFiscalYearWindow,provisionFiscalYearAndAccounts,DEFAULT_CHART_OF_ACCOUNTS","Finance/Provisioning","Ensures no organisation is born unable to budget: computes the current Indian fiscal-year window from now and seeds that fiscal year plus a default chart of accounts if the org has none","now, orgId","fiscal year window, created fiscal year and seeded accounts","erpFiscalYears, erpAccounts","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\org-provisioning-service.ts","SERVICE","slugify,defaultMonthlyCostCapUsdForPlan,provisionOrganisation","Platform/Tenancy","Shared tenant-creation body used by both human signup and the service-to-service provisioning API: slugifies the org name, sets the plan's default monthly AI cost cap, and seeds departments, currencies and product-branch enablements","org name, plan, provisioning input","organisation row, slug, cost cap, seeded departments/currencies/branch enablements","organisations, departments, erpCurrencies, orgProductBranchEnablements","app/api/v1/platform/provision-org, lib/supabase/auth-guard.ts"
"C:\ct\ct\src\lib\services\package-variable-resolver.ts","SERVICE","resolvePackageVariable,resolvePackageVariables,resolvePackageVariablesOrThrow,MissingInformationError","AI/Execution","Pure, DB-free, LLM-free rule for the instruction-package executor: extract each required variable's value from the source text, and throw MissingInformationError rather than ever inventing one","required variable names, source text","resolved variable map or MissingInformationError","none (pure module, no DB)","lib/task-execution-engine.ts"
"C:\ct\ct\src\lib\services\payment-gateway-client.ts","SERVICE","isPaymentGatewayConfigured,chargeInvoice","Platform/Billing","A deliberate seam, not an integration: reports whether any payment-processor credentials are configured (none exist in this environment) and exposes chargeInvoice as the single future call site","invoice amount/reference","configured flag, charge result (unconfigured in this environment)","none (no DB)","platform-billing-service"
"C:\ct\ct\src\lib\services\performance-service.ts","SERVICE","listReviewCycles,createReviewCycle,activateReviewCycle,closeReviewCycle,listReviews,createReview,updateReviewDraft,submitReview,computeWeightedScore,listReviewGoals,addReviewGoal,rateReviewGoal +4 more","HR/Performance","Appraisal cycles and per-employee reviews moving pending -> submitted -> acknowledged; computeWeightedScore refuses unless goal weights sum to 100 and every goal is rated, then returns sum(rating x weight)/100 rounded to 2dp; 360 raters can be invited","cycle period, self/manager ratings, goals with weights and ratings","review records, weighted appraisal score, rater feedback","performanceReviewCycles, performanceReviews, performanceReviewGoals, performanceReviewRaters, employeeProfiles","11 routes under app/api/performance-reviews/*"
"C:\ct\ct\src\lib\services\permission-service.ts","SERVICE","requirePermission,requirePermissionForUser,requirePromptPermissionForUser,ERP_ACTION_ROLES,PROMPT_ACTION_ROLES","Platform/Authz","The cross-cutting role gate closing 21 review findings at once: ERP_ACTION_ROLES and PROMPT_ACTION_ROLES map each named action to the roles allowed to perform it, and the require* helpers throw when the caller's role is not listed. Tenant isolation is separate (RLS)","auth context / dbUser, action key","throws on unauthorized role, otherwise proceeds","none (pure policy table, no DB)","65 API routes across app/api/* (the most widely called file in this slice)"
"C:\ct\ct\src\lib\services\pipeline-stuck-deal-digest-service.ts","SERVICE","groupStuckDealsByOwner,summarizeStuckDeals,runPipelineStuckDealDigest","CRM/Alerting","Scheduled platform-wide scan for deals stuck in a stage past a day threshold, grouped per owner into one batched notification with a text summary. Zero LLM calls","stuck-deal rows, stage age threshold","per-owner grouped digest and notifications","notifications (reads CRM deal/stage rows)","app/api/internal/pipeline-stuck-deal-digest/run"
"C:\ct\ct\src\lib\services\platform-billing-service.ts","SERVICE","listBillingPlans,getBillingPlanForOrg,computeInvoiceLineItems,previewCurrentPeriodInvoice,listInvoicesForOrg,generateInvoiceForPeriod,generatePreviousMonthInvoice","Platform/Billing","Turns seat count and AI spend into a real customer invoice: seatFee = perSeat x seats, overage = max(0, aiCost - includedAiCost) x overageMultiplier, total = base + seatFee + overage; previews the current period and generates the previous month's invoice","billing plan, seat count, AI cost for the period","invoice line items (base, seats, overage) and total USD, persisted invoices","platformBillingInvoices, platformBillingPlans","app/api/billing/current-usage, app/api/billing/invoices, app/api/billing/invoices/generate"
